dri_field_,area_m2,annual_et_ensemble_mm,annual_et_ssebop_mm,annual_et_eemetric_mm,annual_et_sims_mm,annual_et_pt_jpl_mm,annual_et_geesebal_mm,annual_et_disalexi_mm,annual_gridmet_precip_mm,annual_gridmet_precip_eff_mm,annual_tmmx_K,annual_tmmn_K,annual_eto_mm,annual_etr_mm,annual_vpd_kPa,annual_vs_mps,annual_rmax,annual_rmin,annual_daymet_precip_mm,annual_daymet_precip_eff_mm,annual_ndvi,YEAR,eff_factor,HSG,soil_depth_mm,ksat_mean_micromps,elevation_m,annual_et_ensemble_m3,annual_et_ssebop_m3,annual_et_eemetric_m3,annual_et_pt_jpl_m3,annual_et_sims_m3,annual_et_geesebal_m3,annual_et_disalexi_m3,annual_gridmet_precip_eff_m3,count_et,pumping_m3,count_pump,year,dri_field_id,all_app,meter_change,pumping_mm,annual_net_et_ensemble_mm,pumping_net_et_ensemble_factor_annual,annual_net_et_ssebop_mm,pumping_net_et_ssebop_factor_annual,annual_net_et_eemetric_mm,pumping_net_et_eemetric_factor_annual,annual_net_et_pt_jpl_mm,pumping_net_et_pt_jpl_factor_annual,annual_net_et_sims_mm,pumping_net_et_sims_factor_annual,annual_net_et_geesebal_mm,pumping_net_et_geesebal_factor_annual,annual_net_et_disalexi_mm,pumping_net_et_disalexi_factor_annual
146154,985431.7608195613,1454.3450960996456,1344.7456527360168,1469.5363701305946,1715.1729251176346,1500.5071177916839,1293.6162132147006,1433.0399809365424,380.7322566548519,370.14325772417135,579.2283802001483,542.1783368217605,2616.421898890583,3626.3764653602666,769.4867726719058,6.233051227636608,163.15640989382587,42.278633770303735,0.0,478.0764840643244,1.5303481166288972,4036,1.9443756143820523,1,3183.7271419734097,263.1426120933432,3608.7848060497745,717327.9823228398,663226.8115967102,725193.2089722035,739559.4740370098,845766.2774819309,637885.0723401236,706667.9761819897,182414.42080354952,2,652669.573337041,2.0,2018,146_154,19378_20000_24605,1,662.3183859978599,542.8215151847905,1.2,487.9205338310589,1.4,550.8030182802686,1.2,565.3816686100064,1.2,673.1585920537882,1.0,462.20415217566097,1.4,532.003915666804,1.2
9131,1051985.8589295223,1664.7057569726742,1573.073385335714,1745.4657147497496,1982.0989996889648,1605.8664824126915,1481.1882250976662,1575.76269987457,380.8755666343045,370.2825819388445,579.2291148596084,542.1791791359558,2616.2372495134714,3626.0967352481293,769.4724416687087,6.232269745200226,163.1564788601404,42.27840411037372,0.0,476.22012399099447,1.5134309473384975,4036,1.9443756143820523,1,3180.715105322154,212.64353818867713,3610.182392318311,874634.884413288,826099.1263232115,917416.1419805291,844020.6285366439,1041695.9754518472,777753.6838628172,827506.6824911825,194706.96214497415,2,526224.0712706833,2.0,2018,9_131,19492_20015,1,500.219719499041,646.3280057397288,0.8,600.1907333818424,0.8,686.9951470364515,0.7,617.2266108713638,0.8,805.1334588934022,0.6,554.2343718490082,0.9,601.528732515598,0.8
7475,1035844.5513957406,1605.3044556242326,1646.9452454307761,1603.1492348915144,1836.2580695631516,1514.0774593058918,1462.0938939630023,1596.6317112246063,404.59712457220195,393.34439133363963,578.7961848939359,541.8467813999712,2543.137305663926,3496.5242348107286,739.3762521624775,6.071235417859815,172.05194076430507,44.89233054319325,0.0,501.891992842181,1.500246059708715,4036,1.9443756143820523,1,3133.359176820728,313.24734698776956,3583.7909612118265,831420.0036863616,852997.9455228627,830264.723070843,784193.7401704821,950995.1511686572,757304.6079194413,826855.3520111564,203720.1692463752,2,1038984.209965592,2.0,2018,74_75,19563_19971_28160,0,1003.0310132592974,605.9787963301995,1.7,626.8100511815438,1.6,604.8634932531481,1.7,560.3867589417276,1.8,721.4161438754224,1.4,534.4281030654099,1.9,601.5721006835848,1.7
2729,1001830.770902378,1450.4609306959755,1462.7839441907017,1428.1723603382559,1651.6031627429406,1397.9927006051012,1422.9473427890366,1419.2104844063201,428.8850663171523,416.956832159848,578.7265369152951,542.682322484413,2527.46347334632,3465.173262860225,740.1761265320035,5.98366507530382,166.26175524882,44.494767508872826,0.0,499.42210260130753,1.6091881609487912,4036,1.9443756143820523,3,3065.223537249304,128.513919427882,3584.736108832156,726452.2754583252,733306.9644680587,715970.3704625985,699271.1930245709,826379.6738049237,712993.6965684774,710936.7102992821,208862.68507873913,2,692481.7589339914,2.0,2018,27_29,19760_28061,0,691.2163002442549,516.643734064365,1.3,523.4858966419421,1.3,506.18098396707535,1.4,489.5123230284758,1.4,616.3885225545318,1.1,503.209749722154,1.4,501.1565224417197,1.4
100103,916970.9172217225,1467.6353826289953,1548.6453593813515,1497.6038332753533,830.3926476057266,1497.3666862564899,1387.1716312916003,1434.627741758067,367.4052717691835,357.1869255117041,579.1598901355542,542.1003737335275,2633.6022423404156,3652.400637857189,770.8184739634313,6.305795194448947,163.14867652947794,42.30042957641325,0.0,481.10813786570486,1.5721106261116922,4036,1.9443756143820523,1,3039.729033185047,227.8131552781848,3621.2387305552347,676355.7959846337,714008.7501501963,688675.3946610433,687243.7696612198,412204.97393562866,639685.7155746481,664611.6698556836,163764.81713208713,2,681679.7239592295,2.0,2018,103_100,19904_24609_78905,0,743.4038650043686,559.0046196946099,1.3,600.0669407109023,1.2,572.4397226461145,1.3,570.878468114552,1.3,270.935699418119,2.7,519.0141688293958,1.4,546.197096676832,1.4
28,521585.1496169952,562.449107801669,504.03345873647663,557.3600542489842,762.8470969787378,595.2439073818111,493.00657327250224,541.2631751244506,201.5103252057297,195.90588118810743,289.53722797690864,271.11344726051243,1274.7356678910385,1755.5596691072406,373.97506553319033,3.0233400649302298,84.37803112412323,21.705074887306274,0.0,247.9500578931544,0.7475572276342506,2018,0.9721878071910262,1,1570.964125008839,156.35073278107154,1794.1147977215076,293365.102044679,262896.3669870367,290710.727285993,310470.3824903468,397889.7172125454,257144.90728250018,282314.83417945646,102181.5983503483,1,506416.56201600004,2.0,2018,28,19965_78447,1,970.9182908828336,366.5432266135616,2.6,308.1275775483692,3.2,361.45417306087677,2.7,399.33802619370374,2.4,566.9412157906304,1.7,297.10069208439484,3.3,345.35729393634324,2.8
22,496116.7602497004,886.748779422205,873.6893342799412,931.7681339085802,982.8738323631492,803.9081808748838,845.0550434165259,872.1912402381089,201.7799292565716,196.1679869591052,289.53989539272214,271.1136230845407,1274.6654969664644,1755.4008612099392,374.0179067388281,3.0225845593183767,84.36171950073147,21.69878762856465,0.0,248.9172922093677,0.831799931258222,2018,0.9721878071910262,1,1530.6905433953898,158.971092413683,1792.624885995622,439930.9316023205,433451.921987682,462265.78789863386,398832.3222338775,487620.1814462127,419245.97037247673,432708.69242509874,97322.22615485676,1,761386.49916,2.0,2018,22,19966_80581,1,1534.6921534696526,690.5807924630998,2.2,677.5213473208362,2.3,735.6001469494751,2.1,607.7401939157786,2.5,786.705845404044,2.0,648.8870564574207,2.4,676.0232532790038,2.3
7190,1017577.8380540127,1553.0507498592515,1499.9352395062547,1551.637556770544,1843.446461660873,1532.74118116905,1376.2762259863403,1563.0886863424723,363.6444072499881,353.53065888164997,579.025314161207,541.826736337618,2556.5111841261605,3526.331660242993,737.8802528084141,6.188300041788738,174.20874364523434,44.188453087888306,0.0,501.3146476908768,1.6436285153638241,4036,1.9443756143820523,1,3154.3305476101305,311.8678060078298,3584.565777143277,789887.0318366317,762949.6992844185,788913.7730005336,779755.5638014928,937772.2586320271,700024.3920548707,795050.8757755988,179874.35727281263,2,761653.9995801265,2.0,2018,90_71,19972_19973_34948_46348,0,748.4970398300853,599.4751966398857,1.2,573.0031848243302,1.3,598.5187500667573,1.3,589.5187415597377,1.3,744.8058251824716,1.0,511.16486162550314,1.5,604.5498393314386,1.2
184188,1005446.7907341067,1577.487383782212,1655.320383588245,1530.4176280129952,1740.5375466139913,1540.3992340451869,1452.2036935444673,1567.9461565534175,356.9088599017065,346.98244187488774,579.1448263786057,541.8528923189292,2606.9160054652248,3610.7775417617227,755.6078430871078,6.289507397491345,168.8231997092972,43.0184134111462,0.0,483.76027175664086,1.6124329084202529,4036,1.9443756143820523,1,3037.0243535208333,211.4513158443595,3615.87083719368,792929.5023457541,832040.6110620393,769216.526010456,774355.3388799387,875005.2905351965,729886.0209869114,788050.1062006503,174423.34093881212,2,932061.6279999635,2.0,2018,184_188,20087_24607,0,927.012385528067,615.1555379229488,1.5,654.0547706588045,1.4,591.5710215131004,1.6,596.6819959742458,1.6,696.786698264628,1.3,552.4535810020731,1.7,610.3025748521321,1.5
179182,990768.2512270738,1495.1136661822595,1589.460092596927,1480.8004335997327,1624.9434200318728,1426.910649938786,1417.3490131016047,1429.3782769414688,357.8953117258542,347.9414583107048,579.1228567724494,541.9282265343036,2609.3595313392316,3613.9162228577297,755.6579793035278,6.306455292933783,168.40986003920716,43.15098980426889,0.0,483.97395307360466,1.6995840551740091,4036,1.9443756143820523,1,3040.0,223.27741744285186,3618.7906885645107,740652.1277361691,787405.3279933947,733786.1108533605,706685.6082377012,804773.9627849542,702284.5303442571,708097.0606838337,172385.60090080154,2,860165.4090920405,2.0,2018,179_182,20088_24606,0,868.1802308730819,573.5615025325703,1.5,620.7503382661754,1.4,566.6315096969046,1.5,539.2784908833778,1.6,638.2808099683605,1.4,534.8364047668784,1.6,540.7030949160406,1.6
45,506553.433903848,822.3946208042008,790.8626644164053,795.037268611535,965.852169439204,790.6373489780067,845.9695303919212,769.3221570360846,235.0829779484036,228.54480483959304,289.74391795843616,272.1825930630067,1342.4531954451872,1864.4727521974835,405.4671101357949,3.1502256312075616,74.87191165518473,20.162555569170976,0.0,233.338581737006,0.8608679106695589,2018,0.9721878071910262,5,1511.737201956403,87.19576189070855,1824.818648545812,416586.8191924209,400614.1984064767,402728.85849670897,400500.0640974443,489255.73307291,428528.7705980534,389702.78042494407,115770.15569238063,1,378457.33554342727,1.0,2018,45,20694_21399,0,747.1222386684374,593.849815964608,1.3,562.3178595768123,1.3,566.4924637719419,1.3,562.0925441384136,1.3,737.3073645996109,1.0,617.4247255523281,1.2,540.7773521964916,1.4
53160,1014827.1425503129,1625.5849880995802,1543.0610477005016,1618.986503891704,1936.8473680529557,1594.155819756779,1459.8180733031274,1607.7072516168455,388.2000017762184,377.40330847837424,579.2666625976562,542.2222290039062,2606.799997538328,3611.7999984025946,768.7399978861213,6.192328929901122,163.16000366210938,42.26666641235352,0.0,480.3459391670481,1.6783660993967113,4036,1.9443756143820523,1,3167.8699728394295,274.1903716442836,3610.469917339322,824908.6613344274,782824.0157214255,821564.6126788808,809030.1067990833,982668.7861466788,740744.7904230824,815953.3326821139,191499.5605660714,2,809173.7880268777,2.0,2018,160_53,21085_23462_23803,1,797.3513459576793,624.154670495476,1.3,582.6849030361223,1.4,620.8594800976878,1.3,608.508109746775,1.3,779.6098393588078,1.0,541.2204766978634,1.5,615.3301837658362,1.3
39228,995480.786856395,1631.5473436582101,1691.6717965437538,1597.7815118824437,1852.686899649846,1560.0267079116475,1530.669075442329,1617.3187225071192,360.7746706322492,350.7407359320305,579.1665652152202,541.6942621597816,2565.551430799309,3539.854744347261,737.810230504338,6.235749849264337,175.13114260500782,44.228828145531956,0.0,499.11906834306916,1.3768200589731188,4036,1.9443756143820523,1,3151.250360229099,309.8088865395606,3582.7226647513025,811908.8428142278,841783.0747739394,795180.1747573204,776477.2786988141,922020.2454461863,761938.3494800366,804879.557220551,174550.73095171538,2,190472.74812,1.0,2018,228_39,22648_22921,1,191.33744280639445,640.2515450601617,0.3,670.2613979414522,0.3,623.446933381282,0.3,604.6591312404012,0.3,750.8628236360914,0.3,590.0541992208797,0.3,633.1903484137911,0.3
31,533815.2813887175,846.5913017454334,884.6429241717944,843.3442780113936,948.3406359132632,784.7109762963939,794.0427709834998,869.305488909067,182.0999990105629,177.03539872756718,289.5666809082031,270.8571472167969,1277.7000011056662,1761.800001963973,368.4099998828024,3.0980823040008545,87.55000305175781,22.06666755676269,0.0,250.4255949194543,0.8661162233016223,2018,0.9721878071910262,1,1609.637599931988,153.8344728408342,1791.7230015270438,451923.3739624791,472235.91149530426,450190.0630742168,418890.71062047477,506238.7234123939,423872.1652272339,464048.5541747502,94504.20118752007,1,402738.62087999994,1.0,2018,31,22922_36321_36322,1,754.4531505959847,669.5559030178662,1.1,707.6075254442272,1.1,666.3088792838264,1.1,607.6755775688268,1.2,771.3052371856961,1.0,617.0073722559326,1.2,692.2700901814999,1.1
68185,969341.554489796,1493.244971240391,1502.3869313771731,1485.639202112115,1718.1755079882273,1398.9376507252805,1388.6545049875078,1540.93751477879,406.99999642372126,395.6804340499331,578.699951171875,541.75,2540.7999998629098,3491.200006604194,737.1399974115194,6.071780681610107,172.8000030517578,45.34285736083984,0.0,510.30765413701636,1.5294374474709094,4036,1.9443756143820523,1,3124.50597545014,313.8350213352022,3572.924103651294,723398.4712401472,727813.4101142306,719962.2754396037,677528.6790579164,832511.4606133127,672678.8998247685,746248.0019264084,191774.74351157973,2,627861.4691769618,2.0,2018,68_185,23272_28641,0,647.71954350748,548.4379837696969,1.2,552.9925588352497,1.2,544.8931075755136,1.2,501.117416556034,1.3,661.0020112456427,1.0,496.114247950825,1.3,572.0102020248895,1.1
165166,1080329.3771531973,1585.944029707672,1592.2514800167878,1556.0104412524138,1805.0563685548013,1540.2959592692152,1462.5902698832183,1559.8391839887756,361.80000030994415,351.7375489430372,578.6666259765625,542.2000122070312,2560.199999243021,3535.399999976158,741.3999982252718,6.16219186782837,171.25,44.371429443359375,0.0,493.79504932062605,1.6080734998788389,4036,1.9443756143820523,1,3159.6400418442013,279.60133072698676,3588.2847145628425,856950.0209478075,860517.8198062074,840245.7801316585,832759.8708134495,975230.8633400855,790709.7084340436,843046.6117194825,189996.20358551186,2,757077.4435510797,2.0,2018,165_166,24127_24128,1,700.7839086502241,617.3615486786096,1.1,620.6640589443227,1.1,601.8993746700061,1.2,594.9700904382514,1.2,726.8474563042661,1.0,556.0466257350946,1.3,604.4919465717389,1.2
161191,993254.2394434838,1655.0395714019373,1731.4062763497716,1658.747897842276,1708.9957535883104,1502.6440823131998,1617.0472483194721,1693.5601328592616,353.1759421885446,343.35334478890286,578.9810913823312,541.840640795888,2578.12186971595,3565.045205076973,743.2460857726144,6.239719752393489,172.49645006951144,43.82472350155311,0.0,490.63452833167156,1.6867611589738112,4036,1.9443756143820523,1,3080.0892516299073,295.04328913396324,3588.783942609915,821475.8958030127,859454.1716059088,823230.4824868233,745853.7795288763,848005.4055446929,802712.5866177473,840741.269994596,170518.5456287879,2,528032.7383266621,3.0,2018,161_191,24129_24130,1,531.6189122157854,655.3783757710951,0.8,693.6145838784727,0.8,657.1448788617779,0.8,579.242666230598,0.9,682.0880626651018,0.8,636.4876341662282,0.8,674.7745921943722,0.8
