Field_ID,area_m2,annual_et_ensemble_mm,annual_et_ssebop_mm,annual_et_eemetric_mm,annual_et_sims_mm,annual_et_pt_jpl_mm,annual_et_geesebal_mm,annual_et_disalexi_mm,annual_gridmet_precip_mm,annual_gridmet_precip_eff_mm,annual_tmmx_K,annual_tmmn_K,annual_eto_mm,annual_etr_mm,annual_vpd_kPa,annual_vs_mps,annual_rmax,annual_rmin,annual_daymet_precip_mm,annual_daymet_precip_eff_mm,annual_ndvi,YEAR,eff_factor,HSG,soil_depth_mm,ksat_mean_micromps,elevation_m,annual_et_ensemble_m3,annual_et_ssebop_m3,annual_et_eemetric_m3,annual_et_pt_jpl_m3,annual_et_sims_m3,annual_et_geesebal_m3,annual_et_disalexi_m3,annual_gridmet_precip_eff_m3,pumping_m3,method,outlier,year,WUR_Report_ID,fid,num_fields,pumping_mm,annual_net_et_ensemble_mm,pumping_net_et_ensemble_factor_annual,annual_net_et_ssebop_mm,pumping_net_et_ssebop_factor_annual,annual_net_et_eemetric_mm,pumping_net_et_eemetric_factor_annual,annual_net_et_pt_jpl_mm,pumping_net_et_pt_jpl_factor_annual,annual_net_et_sims_mm,pumping_net_et_sims_factor_annual,annual_net_et_geesebal_mm,pumping_net_et_geesebal_factor_annual,annual_net_et_disalexi_mm,pumping_net_et_disalexi_factor_annual
1101,527843.5443314362,861.861593484933,835.6217394456394,910.6790362726862,944.2506822800738,787.3975351006502,881.3991880331562,673.9652690848458,200.1653693767801,186.05848217884463,288.1618358467609,273.7898845052481,1182.200842273829,1621.6526282690131,284.08646811124913,4.179651187805835,94.95832331865223,35.50199313047259,0.0,225.1960302898485,0.865948689409408,2016,0.9295238370060748,7,1303.493403496377,7.773082084842143,1315.356236076411,454928.0782282264,441077.54066938616,480696.0502545112,415622.70572536363,498416.6268720909,465240.8713822711,355748.2163900351,98209.7686862087,402237.82800000004,FMT,0.0,2016,63073,1101,1,762.0398739733994,675.8031113060882,1.1,649.5632572667947,1.2,724.6205540938415,1.1,601.3390529218055,1.3,758.192200101229,1.0,695.3407058543115,1.1,487.9067869060012,1.6
1310,496627.54013356497,837.0050231898799,840.2276614431655,855.102384731147,901.1487182647912,778.2274046338667,816.9775651396782,841.4204995454479,218.53400799785948,203.13256963048497,288.9257509548417,273.35696955645653,1160.3842752479657,1580.9306575646342,309.38434955120954,3.4384354743114938,94.6860980004666,33.53883205511334,0.0,203.32678181521203,0.8328271232650575,2016,0.9295238370060748,5,1614.414264414445,6.977571789445949,1255.6407651294903,415679.74574622756,417280.1966546971,424667.3938913748,386489.1616278458,447535.2712463582,405733.55851962767,417872.59290721116,100881.22837659785,439118.88,PWR,0.0,2016,63211,1310,1,884.2016290153817,633.8724535593949,1.4,637.0950918126805,1.4,651.969815100662,1.4,575.0948350033817,1.5,698.0161486343063,1.3,613.8449955091932,1.4,638.2879299149629,1.4
2625,303341.5811177584,1604.7633608391213,1577.5238760622128,1658.1216738435928,1747.2339754902134,1529.9833977262758,1560.1914644060378,1592.4175267659389,439.20000004768366,408.2468692573912,289.0599975585937,273.3727111816406,2306.199994757771,3130.0000108629465,617.2999996431172,3.3775956630706787,95.1500015258789,33.45000076293945,0.0,405.2686408569773,0.7914475717031595,4032,1.8590476740121495,5,1575.039388676191,8.012824196648705,1255.1769804673204,243353.01713363358,239165.850953857,251481.12924295108,232037.0326065726,265012.78718739917,236569.54822178226,241419.68402881883,61919.125403455924,236211.42,FMT,0.0,2016,63219,1312_1313,2,778.6977938520793,598.1174458893069,1.3,584.3139766637967,1.3,624.9126912999983,1.2,560.8130167195121,1.4,669.5213397239512,1.2,575.7549696113912,1.4,591.7439935663817,1.3
1360,487480.61789371504,779.1907673093275,775.4758083983169,809.3502324702723,827.5336157169029,765.6705953967742,790.3301550151659,679.4887018398213,235.0000005364418,218.438102195063,289.3625183105469,273.6083374023437,1146.599998869002,1549.5999979302287,309.4499992337078,3.220491886138916,94.4000015258789,33.20000076293945,0.0,184.27376064341536,0.7967535326320749,2016,0.9295238370060748,5,1667.2563394490496,6.274681712190631,1250.4542730602511,379840.3967050289,378029.4262396397,394542.5514170303,373249.5749470682,403406.59831749595,385270.6323068287,331237.5722246744,106484.3410295798,323850.174,FMT,1.0,2016,63735,1360,1,664.3344619510775,560.7526651142643,1.2,557.0377062032538,1.2,590.9121302752093,1.1,547.2324932017112,1.2,609.0955135218398,1.1,571.8920528201029,1.2,461.0505996447583,1.4
2421,623286.8858200142,1477.1757872039293,1458.4151370944792,1607.8567735048855,1469.2243920595567,1426.4477826297798,1575.7481650583595,1225.3746765668634,410.10672240972144,381.20397419626806,288.0900018266517,273.7223090387483,2355.3615259472435,3227.537543846094,564.2677978064079,4.153443489508337,94.78250159470937,35.60804996204867,0.0,453.6874000986849,0.7858505135478189,4032,1.8590476740121495,7,1228.2437587953063,7.429511346240799,1316.9495789354974,462486.7647860893,453183.00640419114,503889.62533329567,448211.1437237497,462147.2933442164,492678.4697919664,381688.63586772943,120099.16959342154,436639.58520000003,FMT,0.0,2016,63743,1210_1211,2,700.5435139639501,549.3258449393056,1.3,534.3989170774144,1.3,615.7524961157307,1.1,526.4220723955304,1.3,548.7811977638299,1.3,597.7653447791843,1.2,419.69351870792735,1.7
3114,659361.8917280247,1191.8930885050881,1003.218779015129,1168.3063211251283,1507.9031442033008,1339.1173285771858,1158.173931907945,911.9858155251254,502.20000004768366,466.8068709887738,288.4849853515625,273.75750732421875,2252.4000007659197,3025.0000047832727,604.9199994467199,3.12841534614563,92.4250030517578,34.20000076293945,0.0,393.2257647991877,0.7194349742027285,4032,1.8590476740121495,5,1076.2698700302778,9.872070665536036,1304.0924188399317,402668.56556357717,348686.22347197664,397304.7765463162,445688.0448866259,504073.6078684431,389098.32236772985,313119.04268169723,153897.3307633989,895185.7752,VLM,0.0,2016,63755,1556_1558,2,1357.6547059065533,377.29088975435064,3.6,295.420307349101,4.6,369.1560717059436,3.7,442.5349990405354,3.1,531.0835847478517,2.6,356.71001699526073,3.8,241.47848687617892,5.6
1483,406944.8801564477,730.3269538686534,786.2181058285105,651.2854432215039,313.7758620689655,677.0571945484573,863.8037179923602,703.4148543187463,226.52381794796972,210.5592884322629,289.3191484793027,274.42408174328426,1157.5660979391118,1567.1138287455274,317.72373741571835,3.1509614694839465,90.9187982745978,32.74700358364943,0.0,177.12470099061008,0.7606875529518606,2016,0.9295238370060748,5,1663.8176467582946,6.871606604670785,1251.245764741473,297202.8147171026,319947.4328532125,265037.27663941385,275524.9588945827,127689.48058564124,351520.500497095,286251.0735910073,85686.02439689412,302819.34,FMT,0.0,2016,63819,1483,1,744.1286394451819,519.7676654363904,1.4,575.6588173962476,1.3,440.72615478924104,1.7,466.49790611619454,1.6,103.21657363670265,7.2,653.2444295600974,1.1,492.85556588648336,1.5
1451,514489.872250655,673.6108041039843,667.6654674287308,559.2382563545489,4.048654259805463,662.7216854442079,781.5270650727763,675.988838117828,214.2708709860547,199.1698821575912,289.3279369229532,274.0463571255965,1151.2083459705905,1556.9437839826087,316.06365976943795,3.146500232161089,93.08476914747088,33.28271296690062,0.0,178.69180376720433,0.7317077888304327,2016,0.9295238370060748,5,1712.7345507938394,8.497183687099502,1250.455006602387,346565.9365501199,343507.12104358163,287722.4190695309,340963.5952819293,2082.991612914383,402087.759869722,347789.41096611007,102470.88722743711,316251.9372,FMT,0.0,2016,65207,1451,1,614.6903063738537,474.4409219463931,1.3,468.4955852711397,1.3,360.0683741969576,1.7,463.5518032866167,1.3,-195.12122789778573,-3.2,582.357182915185,1.1,476.81895596023685,1.3
3211,293032.06956705626,1486.641422378229,1424.0023922655741,1527.1011883181682,1727.1935642616031,1452.8685988765933,1513.1142399147695,1347.5068534574148,465.19999957084656,432.4144885763176,288.79998779296875,273.6111145019531,2263.599997460842,3041.1999922543764,608.3199982009828,3.1598360538482666,94.07500457763672,34.17499923706055,0.0,367.214644459388,0.8474835595759997,4032,1.8590476740121495,5,1288.459081896195,10.18367843303776,1263.8959889582231,217954.37514980967,208905.28341883444,223758.7712338837,212873.9719461957,252984.95560861152,221990.41801981477,197635.35016105697,63355.65624914928,360176.16000000003,FMT,1.0,2016,65302,1605_1606,2,1229.135638744751,527.5829335986131,2.3,496.70204146846174,2.5,547.390991101158,2.2,510.24557113477044,2.4,647.1281441639896,1.9,541.3563164094711,2.3,458.2423149462815,2.7
3017,1293758.6017626,1569.236272611231,1609.3438319188167,1537.5620594431834,903.8528236121571,1395.533912866118,1620.56251208461,1530.7079848623036,557.875151912941,518.5582517764674,289.0427839470793,274.11023759452837,2252.4806366600164,3025.2408524416887,615.9577747993236,3.0616491837282176,92.64115264601074,33.21685132585215,0.0,344.12575412562575,0.8214366029274265,4032,1.8590476740121495,5,1579.437292833138,21.154181916951835,1257.2703320436626,1005698.216154848,1038186.0538391619,974124.6836306344,902137.9701270962,454411.4496214851,1044235.2993761881,985551.6488360222,335434.4441996202,1046521.4364,FMT,0.0,2016,65399,1508_1509,2,808.9000799486339,518.0748333128522,1.6,543.1860384789883,1.5,493.6703327505386,1.6,438.0287985373827,1.8,91.96229131135601,8.8,547.8617527341706,1.5,502.502710900388,1.6
1460,533087.5597066598,782.1054808338939,774.244692093381,808.48661735037,843.2662069959642,748.3307810548565,824.8445191661067,690.5710058603137,211.800000756979,196.87314938151664,289.51666259765625,273.8545227050781,1155.1999980434775,1566.2000011727214,314.3600001484156,3.199726819992065,92.9749984741211,33.025001525878906,0.0,184.43611949108976,0.7501296109396165,2016,0.9295238370060748,5,1660.1260582187583,6.547517373106205,1252.6661558342978,416930.70221094426,412740.2135238946,430994.15789880074,398925.82992591214,449534.72447056964,439714.351859673,368134.81231824803,104950.6267755574,389903.02800000005,FMT,0.0,2016,65456,1460,1,731.4052277163448,585.2323314523773,1.2,577.3715427118643,1.3,611.6134679688533,1.2,551.4576316733398,1.3,646.3930576144477,1.1,627.9713697845901,1.2,493.697856478797,1.5
1557,525051.6805307053,517.9237123349757,394.703353362866,539.648269711545,677.9258273237472,609.934048743403,515.1906168218834,391.5415430050147,251.10000002384183,233.4034354943869,288.4849853515625,273.75750732421875,1126.2000003829598,1512.5000023916364,302.45999972335994,3.12841534614563,92.4250030517578,34.20000076293945,0.0,202.23995845295343,0.7271627071225802,2016,0.9295238370060748,7,937.61936707318,7.981249406757967,1311.960626352418,271936.7155481805,207239.65899427756,283343.230907534,320246.89730562083,355946.0949115022,270501.69915598055,205579.54515236837,122548.86604796791,344399.9508,VLM,1.0,2016,65648,1557,1,655.9353365975168,284.5202768405887,2.3,161.299917868479,4.1,306.2448342171581,2.1,376.530613249016,1.7,444.52239182936034,1.5,281.7871813274965,2.3,158.13810751062778,4.1
1335,506448.743198648,848.5329933378347,859.9343560075387,856.0450829998881,940.2105775486835,771.9818831450251,808.4850630436317,819.1049013777881,218.09999963641167,202.7291485130609,289.0800170898437,273.3499755859375,1160.4999983981252,1579.2000007778406,310.6799993850291,3.388251304626465,94.3800048828125,33.099998474121094,0.0,201.6379979265894,0.8464340989790125,2016,0.9295238370060748,5,1603.181082468758,7.000945292340774,1255.3847301164997,429738.4680385331,435512.6738333567,433542.9564066756,390969.2544909235,476168.4653416057,409456.24407332693,414834.64785063325,102671.92247417175,458361.16800000006,ECF,0.0,2016,65733,1335,1,905.0494727365012,645.8038448247738,1.4,657.2052074944779,1.4,653.3159344868272,1.4,569.2527346319642,1.6,737.4814290356227,1.2,605.7559145305707,1.5,616.3757528647271,1.5
1692,476131.81820094027,801.8790682919222,775.0680445851991,831.8326603255166,859.754719418651,757.0079631790346,845.3182475629229,675.0459563073647,214.69999927282333,199.5687671292762,289.375,273.8499755859375,1152.099998190999,1556.6999981328845,318.0599998533726,3.0806009769439697,92.33333587646484,33.233333587646484,0.0,189.9999514677876,0.8263634676678334,2016,0.9295238370060748,7,1621.6976439707546,8.039675054299169,1258.0571608310397,381800.1387631089,369034.5572977983,396061.99699971336,360435.5779010242,409356.57776364154,402482.91417056706,321410.858545818,95021.03994938232,247016.7048,FMT,1.0,2016,66119,1692,1,518.7989866616149,602.310301162646,0.9,575.4992774559229,0.9,632.2638931962405,0.8,557.4391960497585,0.9,660.1859522893748,0.8,645.7494804336468,0.8,475.4771891780885,1.1
1439,306897.0254728699,769.9776111927346,729.5623998263658,809.0639942567117,845.1566860343607,724.7611610124217,796.6751702951786,660.3338119406973,211.800000756979,196.87314938151664,289.51666259765625,273.8545227050781,1155.1999980434775,1566.2000011727214,314.3600001484156,3.199726819992065,92.9749984741211,33.025001525878906,0.0,186.7547484495533,0.7920367054387987,2016,0.9295238370060748,5,1525.5946702164238,9.13090355812196,1255.6668698236713,236303.83855575617,223900.5304035603,248299.33325458394,222427.04449297595,259376.07300245354,244497.24003168242,202654.48270376146,60419.78394066344,545099.4816,VLM,1.0,2016,66236,1439,1,1776.1641083360305,573.1044618112179,3.1,532.6892504448491,3.3,612.190844875195,2.9,527.888011630905,3.4,648.2835366528441,2.7,599.802020913662,3.0,463.46066255918055,3.8
1452,512318.8327726122,815.8761692182192,777.2921982053214,823.4447608513958,851.3326177028263,757.1728416069025,868.201358269982,755.5424672068382,214.00000128149983,198.91810231048467,289.3599853515625,274.1100158691406,1151.09999833256,1556.700000487268,316.7299995608628,3.139617443084717,93.25,33.380001068115234,0.0,176.44988673796718,0.7081087409271987,2016,0.9295238370060748,5,1695.5174351661892,7.909616583112919,1250.0704457980275,417988.7267008683,398221.4317078082,421866.2587321099,387913.90641917026,436153.73300276446,444795.9064804737,387078.634909547,101909.48999305056,576010.4904,PWR,0.0,2016,66263,1452,1,1124.3203520016934,616.9580669077345,1.8,578.3740958948367,1.9,624.5266585409112,1.8,558.2547392964178,2.0,652.4145153923415,1.7,669.2832559594973,1.7,556.6243648963534,2.0
1329,394752.371362448,665.8133530563069,669.7014230254949,718.1800130481681,713.8533880240291,675.7029345459946,643.3732551304494,596.0840767128949,231.5000001490116,215.1847684054161,288.8999938964844,273.8666687011719,1183.9000016003847,1621.5999987497926,307.52999936044216,3.49316930770874,90.625,32.849998474121094,0.0,239.5001911458031,0.7188642729112285,2016,0.9295238370060748,5,1577.617716461822,6.820459326604071,1262.0299166828136,262831.40000375995,264366.22484412004,283503.26321587816,266735.33574859635,281795.3177276032,253973.11813392214,235305.6028138106,84944.69760911718,287400.84,FMT,0.0,2016,67431,1329,1,728.0534858044425,450.6285846508908,1.6,454.5166546200788,1.6,502.9952446427519,1.4,460.5181661405785,1.6,498.6686196186129,1.5,428.1884867250333,1.7,380.8993083074788,1.9
15,241159.816432172,836.8860846633696,759.4994969339451,891.447273381981,837.3849143728622,768.9230467798475,957.2505692589574,735.2859321549234,267.3000020980835,229.9708582557518,286.57501220703125,272.3499755859375,1112.899996869266,1488.500002965331,303.68999892659485,3.133424758911133,97.0500030517578,35.17499923706055,0.0,227.21899221825043,0.8336525357761536,2017,0.8603473866467308,6,1567.0847080550177,10.653082416987656,1258.6019699216265,201823.29455205734,183160.7592609172,214981.26080775878,185433.34081189442,201943.59223322952,230850.37156208232,177321.4204236398,55459.72996170615,93115.4052,VLM,0.0,2017,10823,15,1,386.1149281733236,606.9152264076178,0.6,529.5286386781934,0.7,661.4764151262292,0.6,538.9521885240956,0.7,607.4140561171104,0.6,727.2797110032056,0.5,505.3150738991715,0.8
3103,482002.2540442018,1454.555215506952,1437.333550347538,1549.6249079932793,1615.2699826055398,1377.952426857741,1568.7726717743365,1388.2899671743055,429.9999983906746,369.94937487351535,286.54998779296875,272.3399963378906,2321.199993431568,3147.6000036895275,615.1999977603555,3.793424606323242,94.0500030517578,35.30000305175781,0.0,486.49972672758753,0.7260706501841414,4034,1.7206947732934617,7,1489.8504413406006,8.364768939426275,1310.9872020369967,350482.95307855826,346327.747233839,373492.76220390317,331992.04373602936,389299.5955628208,377967.03744397516,334467.9943097499,89158.21628563889,508193.76,ECF,0.0,2017,37683,1551_1552,2,1054.338969861739,542.1649683176682,1.9,533.5442496180038,2.0,589.9029382800138,1.8,503.8022652651776,2.1,622.697045001075,1.7,599.1856235839327,1.8,508.9390681596585,2.1
1087,253510.1103783565,713.401205207787,698.9573239550161,704.5656918860088,799.1546716917251,723.4199584828082,702.8509814986495,655.7048147849567,313.6000003516674,269.8049407549709,286.57501220703125,272.0666809082031,1110.300000101328,1485.899996690452,299.44999942183495,3.1879451274871826,99.5999984741211,34.68000030517578,0.0,237.6808644247052,0.6869327688749685,2017,0.8603473866467308,3,1630.3696014383092,8.44405626801338,1257.8722921914348,180854.41827627865,177192.74834559683,178614.52631882523,183394.2735248828,202593.78902994847,178179.82989925885,166227.7999717542,68398.28031141861,232807.01520000002,FMT,0.0,2017,37976,1087,1,918.3342425773169,443.5962644528161,2.1,429.1523832000453,2.1,434.760751131038,2.1,453.61501772783737,2.0,529.3497309367542,1.7,433.04604074367865,2.1,385.8998740299859,2.4
1635,498272.5421714985,1735.2046296228323,1735.8622840971216,1809.6855432019415,1816.5248999342048,1460.5748527113687,1833.245725156487,1699.3866318181776,411.0000012516976,353.60277698870107,286.57501220703125,272.3571472167969,2356.400002285838,3221.0000089406967,614.0199978537858,3.9819178581237793,94.6999969482422,34.66666793823242,0.0,488.0237656089384,0.8120813569121934,4034,1.7206947732934617,6,1520.0,7.708399641536483,1312.2758280072646,419665.6194072178,417073.7207297767,439845.8902762715,355031.9065645206,452576.65563803294,433556.47552528634,402193.97849526786,88095.27730453078,351541.8,FMT,0.0,2017,47099,533_1102,2,705.5211159498413,665.4397223208118,1.1,660.2379532926703,1.1,705.940189757984,1.0,535.7241402399289,1.3,731.489992896403,1.0,693.3177507940073,1.0,630.3752958609319,1.1
2506,1040978.2738069522,1530.8479284267228,1512.8965716573339,1562.8880823126556,1600.038809420353,1405.8001467833842,1468.681595564819,1556.293149591373,568.0523821501672,488.7223824613456,287.07772980383925,272.36433549736864,2248.313013336392,3013.134756180014,620.5566688830164,3.0932924494821386,98.95650766695782,35.2105775638842,0.0,500.36980082528737,0.7422233541639432,4034,1.7206947732934617,5,1595.7497507229969,7.225116917509517,1256.5641139802851,796353.496741256,787024.7650727823,813260.5303371866,731252.9198253943,831915.8960087963,765413.4832671586,809790.7823839365,254386.228476186,881938.2000000001,OTH,0.0,2017,49257,1075_1431,2,847.2205637632301,520.6326413355836,1.6,511.67113665945084,1.7,536.8741268894562,1.6,458.0947588898887,1.8,554.7951211513106,1.5,490.91058636805116,1.7,533.5409661112191,1.6
