OPENET_ID,field_id,area_m2,annual_et_mm,annual_precip_mm,wy_et_mm,wy_precip_mm,irrigated,YEAR
NV_4890,62,489104.5052304144,723.005614085647,180.90000015497208,719.6054012713442,144.20000031590462,0.9779870205443394,2018
NV_4894,66,506473.3941253705,833.3131699068348,176.58377703450194,832.2725166289407,140.82795040697695,0.976759617494234,2018
NV_4898,69,484412.7847794141,227.19931388789408,192.28364154653968,218.8453281697708,152.30653209420302,0.4198379297994272,2018
NV_4899,70,511626.698954384,820.4800265041082,194.1000008881092,844.5840074211504,153.59999999403954,0.9487516565067587,2018
NV_4926,78,499698.5761069099,783.0736547595803,175.1757625596899,766.4569262801739,141.36364375733635,0.980469343049862,2018
NV_4929,79,479880.050985642,846.9817929942608,233.49137637428888,868.6297362245909,189.29140834740053,0.9804246416555936,2018
NV_4930,80,484356.81382572994,811.8946209323567,233.47907364437225,812.0672117275889,189.2791523965313,0.9845391732184186,2018
NV_4931,81,461554.6636798485,772.132029598309,174.59999930858612,772.5129844961241,140.49999901652336,0.9699788583509512,2018
NV_4932,82,493430.2088553775,614.8485146340125,174.59999930858612,601.397616824996,140.49999901652336,0.969611773104168,2018
NV_4934,83,508144.7320838154,828.7200494864705,175.17883139755455,838.1447265979116,141.3682470134094,0.9844501562450008,2018
NV_4935,84,469152.9436496094,673.5371801397437,207.19999927282333,663.3036705844248,163.09999975562096,0.9697202813382076,2018
NV_4937,85,547525.868106769,700.3469314007939,174.5136869664001,724.9101002900796,139.37792634950029,0.9506766857742532,2018
NV_4938,86,509060.7721381414,679.4872502089913,174.5129039725202,707.8241492596126,139.3677473182207,0.9867044359368926,2018
NV_4939,87,513655.5405384981,648.1055095996998,174.50000044703484,600.3466661035824,139.19999966025352,0.979581171179256,2018
NV_4940,88,493740.8459204135,869.019289462705,174.50000044703484,856.8721647673622,139.19999966025352,0.9905199481808404,2018
NV_4942,89,499212.9691924749,818.9106711208891,194.1000008881092,830.50441348217,153.59999999403954,0.9919063526983352,2018
NV_4944,91,454006.0245022056,805.5391159309388,207.19999927282333,801.2088514515277,163.09999975562096,0.9563525276196853,2018
NV_4947,92,488679.4479877378,704.9965191364356,203.49999821186063,703.4822603442065,164.19999927282333,0.972214062023668,2018
NV_4948,93,525225.6952176269,797.1573621610464,203.49999821186063,814.3876364199281,164.19999927282333,0.9591681931938386,2018
NV_4950,94,514665.1589519018,944.3307453824816,181.4849887803257,934.2057973608164,145.56497470487815,0.9896569693077802,2018
NV_4951,95,512261.1715278556,735.0565620670326,182.0999990105629,732.0935421095496,146.99999955296516,0.9877790821884485,2018
NV_4955,96,500542.8945822096,793.0407832640698,183.70000115036964,785.6057509441325,144.10000178217888,0.9719984178672632,2018
NV_4958,97,509278.0844295856,842.8873246930136,180.90000015497208,824.5669837621573,144.20000031590462,0.9833737683287578,2018
NV_4959,98,521518.90309594834,802.2444626828451,202.06218303026844,796.8344518783246,162.643244361948,0.9654307263962764,2018
NV_4960,99,514325.6482997228,803.0599929413876,202.5349415419335,795.440257270635,163.42434623207993,0.9667138996728808,2018
NV_4962,100,503186.8506074639,775.6806486009086,174.50000044703484,788.7181838743725,139.19999966025352,0.9590073885789372,2018
NV_4963,101,489959.3503280315,502.52409738507134,180.90000015497208,486.0343956019644,144.20000031590462,0.9867649661519402,2018
NV_4964,102,507471.11764644267,810.1722363117004,180.90000015497208,791.6946047678794,144.20000031590462,0.9851304092474442,2018
NV_4965,103,522538.4751923738,763.1896582127486,180.90000015497208,751.5422488460142,144.20000031590462,0.9758103832788758,2018
NV_4967,104,510432.9485534698,775.3838333944128,176.54362756262077,747.4038942621772,140.79658362652523,0.9798488397414444,2018
NV_4968,105,515914.5826241768,769.6584867290579,194.1000008881092,763.59077366095,153.59999999403954,0.9674624152010212,2018
NV_4973,110,495809.2841949364,840.149085894707,198.80364323191708,852.9571812396367,156.31145675530945,0.9805030999140888,2018
NV_4974,111,490902.0137562984,805.1000541610024,207.19999927282333,797.6315946546414,163.09999975562096,0.97574913508196,2018
NV_4977,114,504859.0520773202,753.426841482291,216.90000036358836,771.4667105848076,178.2999999821186,0.9677576575563304,2018
NV_4978,115,520976.38019943447,725.2071822344036,216.90000036358836,711.076727816364,178.2999999821186,0.9805234580205768,2018
NV_4979,116,520783.88022241415,670.9548702343988,216.90000036358836,688.1312507139967,178.2999999821186,0.9812179999792294,2018
NV_4980,117,523467.6309245528,445.4122756254588,216.90000036358836,452.19764594033217,178.2999999821186,0.987645836993252,2018
NV_4981,118,489712.37608874566,719.8656301408557,194.1000008881092,701.0900802596667,153.59999999403954,0.9344961476467688,2018
NV_4982,119,533231.2393491482,658.2801874068289,217.18127236448572,671.3335750286482,178.60260065457348,0.96893285602734,2018
NV_4983,120,505316.66652620886,817.9941877922189,181.5444082394252,809.5893814609879,145.70362020388862,0.9852335606743018,2018
NV_4984,121,487622.7698546995,711.1530398322856,194.1000008881092,684.9465659042758,153.59999999403954,0.9555021715073768,2018
NV_4986,123,151499.536367283,823.6592878454913,231.299999922514,819.0542602419112,188.8999999761581,0.898697539797395,2018
NV_4987,124,488728.444606027,719.7993998881707,214.0999988913536,733.2729789130444,173.99999910593033,0.9824672125248431,2018
NV_4991,126,155760.1513701072,630.7453666678256,231.299999922514,658.6293681977818,188.8999999761581,0.9211377307973158,2018
NV_4998,127,492895.1501213485,806.2388509463632,174.50000044703484,792.8790073355547,139.19999966025352,0.9771574999725056,2018
NV_6682,129,496898.39412626287,776.4277394785881,212.30000045895576,761.9948499812579,173.1999998986721,0.5277411083405316,2018
NV_6686,133,537937.4505566177,711.4935447338619,209.6999995112419,703.6384698628415,169.49999991059303,0.9627079401031836,2018
NV_6687,134,510475.8493403359,847.4924995491242,209.6999995112419,843.219146836974,169.49999991059303,0.955400430718961,2018
NV_6688,135,460087.4855073371,676.8613125400001,243.60000082850456,681.5989924314932,206.0000004172325,0.1163635936610084,2018
NV_6689,136,510458.2301233231,818.0703853374495,209.6999995112419,801.0862899205569,169.49999991059303,0.9596684379673532,2018
NV_6690,137,420573.2490533035,688.1026756650487,183.70527061881384,665.3415259863732,144.10604410498698,0.0463261977968144,2018
NV_6691,138,355090.19055136567,222.66748134513583,194.1000008881092,187.3453956664196,153.59999999403954,0.0,2018
NV_6692,139,498590.8829796294,910.4881324647124,209.6999995112419,923.2367209554836,169.49999991059303,0.9829207383279044,2018
NV_6693,140,496397.6681683655,779.5327069639467,183.70000115036964,800.5006769593607,144.10000178217888,0.9667034262878608,2018
NV_6757,141,477775.9846935184,234.547535361221,209.97807106803032,198.00074384904968,169.09546764005214,0.0008347008420825498,2018
NV_6759,143,109864.95051152036,643.4837051861736,235.71347701013468,658.119314110642,188.1397540673065,0.6276035875769034,2018
NV_6760,144,124646.22411872404,574.6236709081397,246.599998742342,568.0579353320551,197.6999989449978,0.8507277322642495,2018
NV_6763,145,490861.6530946418,668.6551716510354,246.599998742342,684.2308717483635,197.6999989449978,0.9813030879490358,2018
NV_6764,146,391613.3419559752,679.4198398669024,246.599998742342,682.4351252989501,197.6999989449978,0.923586704100378,2018
NV_6765,147,115093.1714457847,812.7360911299261,246.599998742342,833.723827268225,197.6999989449978,0.967359260394802,2018
NV_6766,148,127365.76506094597,785.1992878009255,246.599998742342,780.039234919078,197.6999989449978,0.9273514297289808,2018
NV_6769,151,374801.6976724821,740.5119866734265,246.599998742342,746.318649960165,197.6999989449978,0.8858187875715219,2018
NV_6770,152,535770.3309878842,773.0510767671649,246.599998742342,800.0280364834053,197.6999989449978,0.9364834051178113,2018
NV_6986,158,492141.09690517146,785.9041310713146,248.79999977350235,784.1336648864423,201.69999954104424,0.8961419939245728,2018
NV_7066,159,1035833.6024912306,700.0350846455973,229.60000076889992,685.2933596221939,184.300000846386,0.973330230271588,2018
NV_7068,160,310545.85402840417,716.7848076973403,216.34361191640363,700.0558981829602,174.09105790806169,0.0173416959620366,2018
NV_7431,164,317162.13632395683,741.7042882642825,229.60000076889992,719.2504889526597,184.300000846386,0.9589279766327604,2018
NV_7444,168,670959.1792656017,543.2400787474782,183.70000115036964,521.8243219753167,144.10000178217888,0.9513487729056928,2018
NV_7455,173,445619.719718105,765.813967778832,174.50000044703484,778.8247608965468,139.19999966025352,0.9166362463799858,2018
NV_8633,189,514032.65841879824,725.9175310545882,246.599998742342,708.383740704749,197.6999989449978,0.966082896738212,2018
NV_8636,191,130254.30857156646,669.7474239706311,233.74992173876697,661.8373868424345,186.41541366851587,0.0,2018
NV_8638,192,472559.514012326,838.7963198005982,241.89949628152283,834.0655291435264,193.5721465712983,0.9657996450744024,2018
NV_8643,195,35854.83875905489,361.26054365109417,246.599998742342,365.43181646096775,197.6999989449978,0.0052245021579465,2018
NV_8646,196,106110.54366875842,408.3146758203758,246.599998742342,412.6777928631812,197.6999989449978,0.13054281835182,2018
NV_8947,199,513628.7439674943,813.2234959439706,174.50000044703484,813.7014213256911,139.19999966025352,0.9717529331665532,2018
NV_8948,200,499808.70990574313,676.2731711551397,194.1000008881092,700.3947993750136,153.59999999403954,0.9806753325665674,2018
NV_9025,203,277169.9277203307,193.7228365806563,201.0159531513821,174.95933532268427,162.80106314704608,0.2908450841573535,2018
NV_9233,205,493440.575995019,724.3540050258717,216.79999870061877,742.6038909264871,173.9999986886978,0.9738368736218718,2018
NV_9560,209,484372.68025944335,740.690465664191,180.90000015497208,736.7527519572895,144.20000031590462,0.991695160920248,2018
NV_9664,213,492514.3163490776,541.5789129586797,224.9700700860408,575.6379459061517,184.1687752516767,0.985699137992605,2018
NV_9693,215,498928.7687006477,830.7845885460256,186.9014010239881,840.8442496440339,147.0243569592721,0.9705716117952676,2018
NV_9749,216,460230.12097119365,658.0234052452722,180.90000015497208,671.1377575961031,144.20000031590462,0.9610226690460624,2018
NV_9896,220,528584.0098040921,853.9670180977621,174.50000044703484,831.4754314299336,139.19999966025352,0.9679509192391874,2018
NV_9958,223,514049.0021497572,805.7829159924735,174.51378334314896,784.0686332899386,139.3791792608807,0.9855639240406252,2018
NV_9961,224,497485.14607926656,719.6334315008723,183.70000115036964,723.5073243891798,144.10000178217888,0.0143379144851657,2018
NV_9964,225,534286.7262404356,772.7557229038028,186.77556574619527,750.036581897952,146.90941129156369,0.9500223431914204,2018
NV_10014,226,513346.7384411453,520.9287110661464,214.0999988913536,494.3892199792393,173.99999910593033,0.960258619326895,2018
NV_10015,227,526648.2921756585,689.2382082986444,211.1898207684652,718.550944055585,171.02368068405062,0.9887864491792832,2018
NV_10018,228,541777.5472568092,875.005122310787,209.6999995112419,886.8874540866049,169.49999991059303,0.9793108617975566,2018
NV_10019,229,506211.5057020868,855.2603441727608,230.6615624444935,858.5706345852439,187.1724627376456,0.9576176440695192,2018
NV_10020,230,204171.37175368183,470.95685504728345,230.84702456545605,495.8225924108389,187.67430157281163,0.8211069405944538,2018
NV_10194,240,107419.63975514931,520.719091184796,246.599998742342,534.046300040437,197.6999989449978,0.0,2018
NV_10197,243,116523.8343654365,536.3170038221314,246.599998742342,544.4936375501075,197.6999989449978,0.0,2018
NV_10198,244,103805.4002421871,592.6578754578755,246.599998742342,600.5161172161174,197.6999989449978,0.0,2018
NV_10253,247,508109.3844296339,835.6427827591548,216.79999870061877,837.3322990819905,173.9999986886978,0.1444836664833139,2018
NV_10256,248,268603.3228038684,629.4603646512755,250.9027019867302,650.954110163921,201.5613993670529,0.6462093862815883,2018
NV_10258,249,91730.12110908302,425.49968900867816,246.599998742342,434.6357847347687,197.6999989449978,0.0,2018
NV_10289,252,437994.9218095434,861.1373725920363,239.81776398990223,850.4715296350615,193.05742842442373,0.8020138777623032,2018
NV_10681,255,496406.46635977086,775.6504452335424,194.1000008881092,746.6940016388963,153.59999999403954,0.9906255121551488,2018
NV_11140,260,532807.0859278836,852.6530881357139,216.79999870061877,848.1793771288053,173.9999986886978,0.9465106688457487,2018
NV_11141,261,514288.8759951647,833.7495659790924,216.79999870061877,832.7931474826779,173.9999986886978,0.9601386756162036,2018
NV_11309,266,507124.84018039954,616.3535253174365,229.60000076889992,617.8861770377611,184.300000846386,0.9832908660651806,2018
NV_16842,268,494110.8824302938,865.7906780450634,229.60000076889992,869.8041720790783,184.300000846386,0.9827570142120348,2018
NV_16843,269,487349.5685809637,657.3799323437119,186.63225576674267,635.6577515411835,146.7785031585951,0.9789241759953712,2018
NV_16845,270,504131.0550248323,891.7599808659752,181.4767420910807,869.0779603990193,145.54573241686566,0.9832039815969384,2018
NV_16846,271,497001.14875289705,536.3738358524724,174.50000044703484,591.966814979607,139.19999966025352,0.963467033086872,2018
NV_16848,272,501864.7260291599,279.9589234974449,214.84411873863488,245.69480547542648,173.13151667221751,0.247091044630992,2018
NV_16849,273,515270.5214740398,755.0374370353231,218.7818374888928,752.7800258694123,175.96877181773013,0.9602021179266614,2018
NV_16857,274,524710.1010277063,896.8195050645398,202.79999968409535,886.7210758208898,162.69999918341637,0.955000232436816,2018
NV_16873,275,491598.58433245897,671.9336067109807,180.90000015497208,631.404604429159,144.20000031590462,0.995331635746332,2018
NV_16874,276,496979.0707531496,799.3395244846768,180.90000015497208,791.2816174064783,144.20000031590462,0.9866397644236012,2018
NV_16875,277,498082.1922387473,796.9651637559339,194.1000008881092,813.657239449501,153.59999999403954,0.968321283916206,2018
NV_16876,278,483791.5951126654,812.4858362415205,180.90000015497208,799.4153115354675,144.20000031590462,0.9898778281303392,2018
NV_16879,279,488885.9679844956,806.4686586860214,180.90000015497208,814.6681507931664,144.20000031590462,0.9864986997721136,2018
NV_16883,280,504360.4301418541,701.7710769065751,217.24446245575564,726.7106725303016,178.6705824090664,0.995730987879438,2018
NV_16890,281,475380.8064579131,658.9064726874709,174.50000044703484,641.5606051968484,139.19999966025352,0.9900236013089035,2018
NV_16893,282,500610.3310903612,815.6229184047146,186.88393554248887,825.1894048560623,147.0084029162725,0.9770902629554588,2018
NV_16894,283,503200.4435959699,805.1049615954719,194.1000008881092,793.9339981134618,153.59999999403954,0.9684732515833446,2018
NV_16895,284,498524.4401622411,705.8641185842537,176.57793056541917,703.7141645323896,140.8233828521987,0.9837033653610876,2018
NV_16896,285,498863.5291882164,932.6995103606808,185.5673712126432,925.189497481156,146.25265110100747,0.9823925483525622,2018
NV_16897,286,523984.4590499523,859.5958428964286,181.4939701858751,856.2901856791349,145.5859313321024,0.9771571242478752,2018
NV_16898,287,490848.5500171321,819.5581763521518,229.60000076889992,842.375811567421,184.300000846386,0.9816256171222104,2018
NV_16899,288,552607.8486056767,804.185325628397,180.90000015497208,797.4111708494391,144.20000031590462,0.9920187194631398,2018
NV_16900,289,527721.5285474891,781.7587040792749,180.90000015497208,765.7510846404632,144.20000031590462,0.9839036787923908,2018
NV_16901,290,499917.1715362571,628.411427149757,238.000000923872,634.3810095568786,200.99999976158145,0.9911245963881814,2018
NV_16902,291,505420.0985644069,686.9808008219042,238.000000923872,700.9544581369092,200.99999976158145,0.9876607289052508,2018
NV_16903,292,499581.6233240232,894.3789687593139,229.60000076889992,917.4238762294416,184.300000846386,0.9894003847508605,2018
NV_16904,293,504765.1580461154,565.0519330145594,232.699998408556,560.7849668717975,191.39999842643735,0.5509520337929115,2018
NV_17031,294,489245.8583760577,712.5364180427799,180.90000015497208,704.947135099191,144.20000031590462,0.9523495511470692,2018
NV_17032,295,478912.4246300685,578.7985374750774,209.680928156621,570.5578552655433,168.80548476947558,0.8620343936922245,2018
NV_17033,296,488503.4430901153,743.8345607019884,216.79999870061877,784.8561646117965,173.9999986886978,0.9806897700766412,2018
NV_17034,297,493310.2698494967,647.9323214825812,216.79999870061877,670.2823833484564,173.9999986886978,0.9850697022189228,2018
NV_17035,298,475598.463537561,861.194624573379,214.0999988913536,881.6148009101255,173.99999910593033,0.9967918088737204,2018
NV_17037,300,488411.7752245775,569.30605127978,216.9608513748577,565.29115556638,178.36546528570707,0.9867040120449913,2018
NV_17038,301,487855.1427942516,701.6128129537063,238.000000923872,722.3860233406109,200.99999976158145,0.9868224185128948,2018
NV_17039,302,141097.32870959546,801.8471604843655,231.299999922514,819.6246167995093,188.8999999761581,0.953613580625383,2018
NV_17042,304,155891.90585154152,749.572062776381,231.299999922514,734.7076389491027,188.8999999761581,0.8506026185727911,2018
NV_17043,305,152912.36121554588,747.6972756041931,231.299999922514,747.4389088273244,188.8999999761581,0.9988685182893412,2018
NV_17048,306,17338.614810062176,596.8223704623022,229.60000076889992,601.2513186472231,184.300000846386,0.8468817871548249,2018
NV_17051,307,510743.97559840186,533.34553071885,229.60000076889992,523.6496857847425,184.300000846386,0.9712247766022328,2018
NV_17052,308,497811.5297851635,746.8465108425071,183.38129187317165,692.5499855651123,144.5408036327422,0.9857339731892388,2018
NV_17053,309,209372.7983574353,767.4649454131527,229.9181074041278,771.122458219072,185.1607602427133,0.8719796140114866,2018
NV_17054,310,20368.834341169728,718.3307295114523,230.6029394990077,724.6402753872634,187.013835895011,0.9793459552495696,2018
NV_17055,311,506932.5705403827,821.9755436960113,218.71109158152163,836.9903521002611,175.91428933841317,0.9593944153297972,2018
NV_17056,312,492581.8195444021,840.7960638794981,218.88896318947363,820.7707814518568,176.05127091885225,0.983826722739892,2018
NV_17057,313,492956.7214419316,748.2671553397524,174.5140198526825,766.1895981919461,139.38225391829764,0.9768164396518068,2018
NV_17058,314,502103.8052519157,795.4614081924341,203.49999821186063,804.5312353369477,164.19999927282333,0.9708653560930888,2018
NV_17060,315,501052.10565417405,821.7455637632933,182.40885945467156,812.4841680872369,143.41232824250903,0.9830181021186786,2018
NV_17061,316,480662.1065020771,788.2484521039554,203.49999821186063,768.6554741153474,164.19999927282333,0.9551434092586438,2018
NV_17083,317,553946.6617417278,760.720359759051,174.59999930858612,722.6471112111525,140.49999901652336,0.9731746583218746,2018
NV_17084,318,487845.2762519716,790.1091189833484,174.50000044703484,776.0994878972682,139.19999966025352,0.9707234978505018,2018
NV_17087,319,504394.6850797573,755.7418200189187,174.50000044703484,767.4785718892427,139.19999966025352,0.9744389027431424,2018
NV_17088,320,472527.914278249,817.2198405129329,240.22136297121065,821.8237484057042,192.09845591245997,0.8172505716485309,2018
NV_17089,321,488285.7640265339,794.8898862690712,174.50000044703484,768.6530818307905,139.19999966025352,0.9744521497919558,2018
NV_17090,322,494729.79928130045,949.1754528176838,176.59801162312544,978.5058413070504,140.83907118130483,0.980583747309384,2018
NV_17091,323,502161.5399950803,739.5667375626189,180.90000015497208,704.5771074451546,144.20000031590462,0.9856030834340987,2018
NV_17092,324,498293.33396507264,826.619225098073,192.23934166652936,804.0080417430664,152.2749852127855,0.9891996887769255,2018
NV_17093,325,493773.6721047194,753.5087857013465,180.90000015497208,768.3824099335241,144.20000031590462,0.9794698387778514,2018
NV_17094,326,499845.7164585251,800.3930284288198,176.51843785492383,807.0278700086803,140.7769041639084,0.9725368923611112,2018
NV_17762,327,464782.50915263686,824.429205108976,202.0000001490116,841.4275366110311,163.2000013589859,0.8224357744562852,2018
NV_18084,328,501481.4017540079,783.5791679719989,177.45910444450024,757.0778716416941,142.02294634463027,0.986982683187676,2018
,341,494183.7908845203,224.1855306731368,212.30000045895576,196.46720111041907,173.1999998986721,0.3135294053356942,2018
,356,464129.7687051104,324.7965178909365,243.60000082850456,290.045343115847,206.0000004172325,0.0,2018
,362,590187.6449346483,792.7154611969632,240.87638002962075,807.8372970967014,203.4754090048972,0.9001049164104841,2018
,372,514904.50494421617,826.3451613581632,224.8686240290023,848.4038896308058,184.0020966210319,0.9712878158550562,2018
,375,527187.4506796361,745.2274854011407,231.299999922514,761.6576496992918,188.8999999761581,0.9722403406143592,2018
,377,521554.2672957262,746.7511172937875,231.299999922514,728.8633086430004,188.8999999761581,0.932028050432643,2018
,379,517351.52566819394,589.4312325641041,230.65656870148948,600.1347032560966,187.1589502524044,0.9321982445029496,2018
,385,504821.3890725267,785.0951984889305,229.60000076889992,776.7531847304649,184.300000846386,0.958858755728222,2018
,386,386200.1407548229,703.5886300524534,229.60000076889992,686.6660402232764,184.300000846386,0.9338097108075522,2018
,391,152831.3766287034,534.8585941107519,231.299999922514,546.5149540013499,188.8999999761581,0.7511988065215077,2018
,394,518746.0535371807,648.37202245724,216.95654477110284,616.4551821386603,174.56308664894084,0.9879148713931322,2018
,409,505878.6642081602,804.827002705091,178.6746716216863,793.2171304604014,143.57467173719704,0.9785735329565844,2018
,410,482381.2444729809,859.6668089240284,176.60000121593475,852.4152211634031,141.5000010728836,0.9752865269175262,2018
,425,520340.37194925366,732.4202723524761,175.50584816883563,746.3460677549662,140.301642676434,0.9706200807895724,2018
,443,487190.53371880064,760.2957498066577,182.57670150347852,781.2164488435623,143.5017224090773,0.8425275269427429,2018
,451,552919.1582027043,292.2985071697076,192.0204440087432,302.7927998665187,152.11910356138787,0.8288937744756444,2018
,485,504054.32381884137,892.7051136394225,212.72576636628867,909.0854355235596,169.3740475695005,0.9756783097044458,2018
NV_235,0,309639.1321896407,715.1027202491885,342.4999985694885,746.4193156066532,367.4999977052212,0.0165104863900044,2019
NV_238,1,481071.53314021183,774.5113823522775,362.2000008523464,775.8448209733094,386.2000008225441,0.0,2019
NV_239,2,501239.481288169,713.9186276368164,354.0000020265579,706.6731186872104,384.60000187158585,0.9726772996831756,2019
NV_240,3,462084.5578080055,758.0258328346299,345.100001424551,775.8271024747426,368.4000012278557,0.2433203083746964,2019
NV_241,4,524721.6388002747,788.4605957270918,347.83899411457344,799.9818750161461,369.4271233372049,0.9482135937378904,2019
NV_300,5,503693.84722064686,882.4305720631819,328.1999985575676,900.8755788126342,348.0999980866909,0.9884855948930036,2019
NV_301,6,242033.0793547041,675.6501500828814,328.1999985575676,684.9067134088973,348.0999980866909,0.9180704269521972,2019
NV_984,8,485005.52131050505,837.4762679003451,334.4000004529953,839.0494644563269,355.40000158548355,0.9830927996334726,2019
NV_1051,10,375378.2102567985,823.5669367395188,328.4000004827976,805.8395205005476,361.29999938607216,0.864129807969552,2019
NV_1053,11,517699.1326891153,838.6045285392314,381.0999996960163,850.8874993448293,406.3000002801418,0.9764033754389642,2019
NV_1054,12,497764.71295456256,750.6305338772132,345.0298452222551,775.6371181631532,368.2596889068965,0.9875176316176432,2019
