Field_ID,area_m2,annual_et_mm,annual_precip_mm,annual_precip_eff_mm,YEAR,eff_factor
15,241159.81643199877,818.2582688173183,378.2000008225441,336.0222023096129,2019,0.888477529293498
533,35025.42993927871,838.7923373880108,295.99999740719795,262.9893463672291,2019,0.888477529293498
999,486539.6996350296,852.5884728591959,329.8000022172928,293.01989113101047,2019,0.888477529293498
1075,541044.8893507316,821.492857920162,330.11301590536533,293.29799675922044,2019,0.888477529293498
1087,253510.1103784973,426.5232576887415,439.7999997735024,390.7524171820424,2019,0.888477529293498
1101,527843.5443312153,814.5013556946425,305.94384328970926,271.82422998859914,2019,0.888477529293498
1102,463247.11223230575,762.0186687372995,295.99999740719795,262.9893463672291,2019,0.888477529293498
1113,521451.4070615489,775.526487331505,329.1000007688999,292.3979555736405,2019,0.888477529293498
1210,232631.82477706476,799.9808940867858,301.9213469240792,268.2503323560732,2019,0.888477529293498
1211,390655.0610432642,835.546708193767,319.90000092983246,284.22396244712525,2019,0.888477529293498
1254,535213.185549038,854.8090799802675,328.79999935626984,292.13141105976234,2019,0.888477529293498
1310,496627.540133544,826.709374053016,332.91167526766407,295.78454271476795,2019,0.888477529293498
1312,153628.673008264,707.4724593867311,333.800000667572,296.57379987129235,2019,0.888477529293498
1313,149712.90810946818,740.6309200989172,333.800000667572,296.57379987129235,2019,0.888477529293498
1329,394752.3713623936,835.731479029268,346.1999993622303,307.59092007476494,2019,0.888477529293498
1360,487480.6178936727,629.0045339574524,375.2000010609627,333.356769933562,2019,0.888477529293498
1422,475512.896158595,842.7320454472092,330.19999969005585,293.3752798973346,2019,0.888477529293498
1431,499933.3844562105,824.4947247718164,330.19999969005585,293.3752798973346,2019,0.888477529293498
1439,306897.0254731336,694.2509266061176,329.8000022172928,293.01989113101047,2019,0.888477529293498
1446,570321.9005317074,744.3758799929911,329.2351877079936,292.5180661312756,2019,0.888477529293498
1448,63942.51948873101,607.1535557964904,328.9999998807907,292.3091070316461,2019,0.888477529293498
1452,512318.832772656,688.9547827218446,328.79999935626984,292.13141105976234,2019,0.888477529293498
1460,533087.5597067176,586.6477567489676,329.8000022172928,293.01989113101047,2019,0.888477529293498
1483,406944.8801565224,761.5592811124976,345.20347810217135,306.7055333277373,2019,0.888477529293498
1508,501505.0026189996,683.475096491497,446.592835226435,396.78769884215967,2019,0.888477529293498
1509,792253.5991436117,700.7097271775724,446.5000006854534,396.7052174385568,2019,0.888477529293498
1539,161006.93942595556,785.24359157274,304.5999998450279,270.6302552851103,2019,0.888477529293498
1549,522861.8948313869,831.9759805189418,304.5999998450279,270.6302552851103,2019,0.888477529293498
1550,555126.7234621331,809.4803044299516,304.5999998450279,270.6302552851103,2019,0.888477529293498
1551,236931.9129480948,734.0583536099572,300.39999917149544,266.8986490636591,2019,0.888477529293498
1552,245070.3410962469,741.9013550925249,300.39999917149544,266.8986490636591,2019,0.888477529293498
1557,525051.6805308663,685.7021398948326,419.5000011920929,372.71632459777015,2019,0.888477529293498
1335,506448.7431986319,721.9200943386713,326.4000004827976,289.99906599035256,2019,0.888477529293498
1451,514489.87225052726,812.004160790899,328.854173494151,292.17954356393653,2019,0.888477529293498
1556,481744.6351534648,422.4920155121118,419.5000011920929,372.71632459777015,2019,0.888477529293498
1558,177617.25657445806,688.74722566512,419.5000011920929,372.71632459777015,2019,0.888477529293498
1605,140050.57720185028,778.8586039376122,389.0000002682209,345.61775913347896,2019,0.888477529293498
1606,152981.49236523503,788.3158140777347,389.0000002682209,345.61775913347896,2019,0.888477529293498
1692,476131.8182009672,789.8997962157424,337.9000012874603,300.21655829215257,2019,0.888477529293498
15,241159.81643199877,770.3236568136327,192.5999993085861,187.3043984479307,2020,0.972504668329875
533,35025.42993927871,828.3589482118147,178.5000002682209,173.59208355772878,2020,0.972504668329875
999,486539.6996350296,791.700453355939,209.49999967217445,203.7397276962969,2020,0.972504668329875
1075,541044.8893507316,807.8522140684067,208.482698725887,202.75039777693544,2020,0.972504668329875
1087,253510.1103784973,243.6602543431818,229.79999887943268,223.48157169244837,2020,0.972504668329875
1101,527843.5443312153,844.1500060414206,184.5359477041129,179.46207061692624,2020,0.972504668329875
1102,463247.11223230575,774.164367493268,178.5000002682209,173.59208355772878,2020,0.972504668329875
1113,521451.4070615489,763.1185784935451,206.7999994456768,201.11396487153627,2020,0.972504668329875
1210,232631.82477706476,813.969843698765,181.5776039328174,176.5850674888191,2020,0.972504668329875
1211,390655.0610432642,847.1299093063797,194.79999974370003,189.44390914140675,2020,0.972504668329875
1254,535213.185549038,847.8917423810645,211.6000002920628,205.781988102634,2020,0.972504668329875
1310,496627.540133544,839.5483032609645,202.12622543244404,196.5686978249489,2020,0.972504668329875
1312,153628.673008264,749.53362014551,202.599999666214,197.02944547902425,2020,0.972504668329875
1313,149712.90810946818,766.2231431738717,202.599999666214,197.02944547902425,2020,0.972504668329875
1329,394752.3713623936,801.2136540685091,221.4000006020069,215.3125341536889,2020,0.972504668329875
1360,487480.6178936727,779.352992726777,217.6999987065792,211.71426503755603,2020,0.972504668329875
1422,475512.896158595,847.4877774549988,208.1999996304512,202.47547158689204,2020,0.972504668329875
1431,499933.3844562105,608.6062596302986,208.1999996304512,202.47547158689204,2020,0.972504668329875
1439,306897.0254731336,606.447600841458,209.49999967217445,203.7397276962969,2020,0.972504668329875
1446,570321.9005317074,753.0255899940245,210.34722023679032,204.56365365048745,2020,0.972504668329875
1448,63942.51948873101,542.3846524515118,210.7000014781952,204.9067350546564,2020,0.972504668329875
1452,512318.832772656,751.6577249728497,211.6000002920628,205.781988102634,2020,0.972504668329875
1460,533087.5597067176,587.120688826977,209.49999967217445,203.7397276962969,2020,0.972504668329875
1483,406944.8801565224,726.0606616488268,218.54255140604985,212.5336514711036,2020,0.972504668329875
1508,501505.0026189996,719.4977016083618,284.54039286111305,276.71686038585216,2020,0.972504668329875
1509,792253.5991436117,688.0112123244832,284.1999995112419,276.385826264031,2020,0.972504668329875
1539,161006.93942595556,788.2233794644978,181.39999961853027,176.41234646405823,2020,0.972504668329875
1549,522861.8948313869,807.2323282109343,181.39999961853027,176.41234646405823,2020,0.972504668329875
1550,555126.7234621331,774.1733237739387,181.39999961853027,176.41234646405823,2020,0.972504668329875
1551,236931.9129480948,741.9911608277167,182.10000032186508,177.09310041588554,2020,0.972504668329875
1552,245070.3410962469,799.3842030765388,182.10000032186508,177.09310041588554,2020,0.972504668329875
1557,525051.6805308663,661.1730580856447,205.3000002205372,199.6552086225968,2020,0.972504668329875
1335,506448.7431986319,757.9160526925829,204.599999666214,198.974454815684,2020,0.972504668329875
1451,514489.87225052726,746.3335260086803,211.3562176322309,205.5449083278905,2020,0.972504668329875
1556,481744.6351534648,443.35183276668073,205.3000002205372,199.6552086225968,2020,0.972504668329875
1558,177617.25657445806,403.749560430058,205.3000002205372,199.6552086225968,2020,0.972504668329875
1605,140050.57720185028,723.8916791467293,193.20000019669533,187.88790211261897,2020,0.972504668329875
1606,152981.49236523503,573.0405202350742,193.20000019669533,187.88790211261897,2020,0.972504668329875
1692,476131.8182009672,790.7510552153171,187.6000003516674,182.44187612068276,2020,0.972504668329875
15,241159.81643199877,889.4320649008171,200.20000231266025,193.0640168255807,2021,0.9643557172595084
533,35025.42993927871,920.6315099424576,178.70000031590462,172.3303669789186,2021,0.9643557172595084
999,486539.6996350296,790.5126923866737,221.5999999642372,213.70122691021905,2021,0.9643557172595084
1075,541044.8893507316,772.254356455787,220.66095358272065,212.7956521634324,2021,0.9643557172595084
1087,253510.1103784973,436.4068886291262,203.00000166893005,195.76421221312245,2021,0.9643557172595084
1101,527843.5443312153,810.7518909644533,180.11905306739112,173.69883861290668,2021,0.9643557172595084
1102,463247.11223230575,903.2129227312524,178.70000031590462,172.3303669789186,2021,0.9643557172595084
1113,521451.4070615489,367.7393446007728,214.3000006377697,206.6614308237495,2021,0.9643557172595084
1210,232631.82477706476,802.3084708711333,177.0117281660517,170.70227207891918,2021,0.9643557172595084
1211,390655.0610432642,837.3611421258479,190.89999908208847,184.0955055396469,2021,0.9643557172595084
1254,535213.185549038,883.9227497617209,220.90000051259997,213.0261784369541,2021,0.9643557172595084
1310,496627.540133544,866.4218246814285,218.0291046538646,210.25761360192465,2021,0.9643557172595084
1312,153628.673008264,713.2204577920998,217.20000073313716,209.4580624957702,2021,0.9643557172595084
1313,149712.90810946818,746.1973565276709,217.20000073313716,209.4580624957702,2021,0.9643557172595084
1329,394752.3713623936,797.089431629535,226.20000061392784,218.1372638361456,2021,0.9643557172595084
1360,487480.6178936727,815.2346008123344,206.2999997138977,198.9465841947322,2021,0.9643557172595084
1422,475512.896158595,812.5468781941616,220.40000075101847,212.54400080824468,2021,0.9643557172595084
1431,499933.3844562105,803.1777554812713,220.40000075101847,212.54400080824468,2021,0.9643557172595084
1439,306897.0254731336,655.4381928676371,221.5999999642372,213.70122691021905,2021,0.9643557172595084
1446,570321.9005317074,717.7150507442035,221.3881949651092,213.49697154836647,2021,0.9643557172595084
1448,63942.51948873101,582.3542143516845,221.2999997138977,213.4119199536248,2021,0.9643557172595084
1452,512318.832772656,778.0409683053651,220.90000051259997,213.0261784369541,2021,0.9643557172595084
1460,533087.5597067176,420.4152368142952,221.5999999642372,213.70122691021905,2021,0.9643557172595084
1483,406944.8801565224,706.9848519232951,228.727385543734,220.57456194292047,2021,0.9643557172595084
1508,501505.0026189996,648.7939586596633,218.4928349286033,210.70481454363676,2021,0.9643557172595084
1509,792253.5991436117,660.2592218128312,218.40000042319295,210.6152890575852,2021,0.9643557172595084
1539,161006.93942595556,851.633106640668,179.8000002503395,173.39115820467595,2021,0.9643557172595084
1549,522861.8948313869,879.9172152627649,179.8000002503395,173.39115820467595,2021,0.9643557172595084
1550,555126.7234621331,863.9768965976828,179.8000002503395,173.39115820467595,2021,0.9643557172595084
1551,236931.9129480948,669.457720548653,174.4000001847744,168.1836372682465,2021,0.9643557172595084
1552,245070.3410962469,648.3291771611746,174.4000001847744,168.1836372682465,2021,0.9643557172595084
1557,525051.6805308663,657.1910602981527,213.5000007450581,205.8899463534061,2021,0.9643557172595084
1335,506448.7431986319,806.8981626132619,216.69999831914905,208.97588230919723,2021,0.9643557172595084
1451,514489.87225052726,757.3757268926613,221.00834828786404,213.13066423348116,2021,0.9643557172595084
1556,481744.6351534648,576.9661708457287,213.5000007450581,205.8899463534061,2021,0.9643557172595084
1558,177617.25657445806,351.66793012999767,213.5000007450581,205.8899463534061,2021,0.9643557172595084
1605,140050.57720185028,638.1050334222159,206.2000008225441,198.85014969213572,2021,0.9643557172595084
1606,152981.49236523503,655.0606551355683,206.2000008225441,198.85014969213572,2021,0.9643557172595084
1692,476131.8182009672,781.6445013200268,214.10000202059743,206.46856101383543,2021,0.9643557172595084
15,241159.81643199877,837.7474290676865,233.70000019669533,221.98840390993712,2022,0.9498861947928924
533,35025.42993927871,803.5335421370819,214.90000063180923,204.13054386113944,2022,0.9498861947928924
999,486539.6996350296,805.634961588483,223.40000119805336,212.2045770547465,2022,0.9498861947928924
1075,541044.8893507316,818.0816359360874,222.14793648748864,211.01525807119503,2022,0.9498861947928924
1087,253510.1103784973,561.5488431617556,258.8000008761883,245.8305480446797,2022,0.9498861947928924
1101,527843.5443312153,861.8066213962935,222.3838944119132,211.2393912461585,2022,0.9498861947928924
1102,463247.11223230575,834.6582574743786,214.90000063180923,204.13054386113944,2022,0.9498861947928924
1113,521451.4070615489,664.9207985527341,230.99999928474423,219.42371031774655,2022,0.9498861947928924
1210,232631.82477706476,772.8113564323967,218.08471838976985,207.15566329373928,2022,0.9498861947928924
1211,390655.0610432642,787.0099116569701,237.2999994456768,225.4079934978094,2022,0.9498861947928924
1254,535213.185549038,869.5300231334027,229.00000059604645,217.52393917374863,2022,0.9498861947928924
1310,496627.540133544,796.133833597847,216.8049031597542,205.93998447486004,2022,0.9498861947928924
1312,153628.673008264,779.4263479618616,218.69999960064888,207.74011042186743,2022,0.9498861947928924
1313,149712.90810946818,807.9155112134385,218.69999960064888,207.74011042186743,2022,0.9498861947928924
1329,394752.3713623936,821.4718721537871,228.60000064969063,217.14398474678737,2022,0.9498861947928924
1360,487480.6178936727,837.6111869102975,238.50000113248825,226.5478585338398,2022,0.9498861947928924
1422,475512.896158595,778.586897345685,221.79999858140943,210.68475665756395,2022,0.9498861947928924
1431,499933.3844562105,823.6003573128836,221.79999858140943,210.68475665756395,2022,0.9498861947928924
1439,306897.0254731336,697.9020552290638,223.40000119805336,212.2045770547465,2022,0.9498861947928924
1446,570321.9005317074,733.2837946510793,224.9532362381728,213.6799735766253,2022,0.9498861947928924
1448,63942.51948873101,551.994860057021,225.6000007390976,214.29432624733516,2022,0.9498861947928924
1452,512318.832772656,765.4713657269546,229.00000059604645,217.52393917374863,2022,0.9498861947928924
1460,533087.5597067176,365.1047266788357,223.40000119805336,212.2045770547465,2022,0.9498861947928924
1483,406944.8801565224,777.7961281944599,236.55512915587664,224.70045149261807,2022,0.9498861947928924
1508,501505.0026189996,739.6578109483289,303.4961862491704,288.28683749037606,2022,0.9498861947928924
1509,792253.5991436117,750.7531473902175,303.1999998986721,288.005494164955,2022,0.9498861947928924
1539,161006.93942595556,712.6719772990281,217.6999998986721,206.7902245101627,2022,0.9498861947928924
1549,522861.8948313869,752.3865125880238,217.6999998986721,206.7902245101627,2022,0.9498861947928924
1550,555126.7234621331,714.0420245694824,217.6999998986721,206.7902245101627,2022,0.9498861947928924
1551,236931.9129480948,808.0376822204514,218.50000131130216,207.55013480783484,2022,0.9498861947928924
1552,245070.3410962469,792.3014404362937,218.50000131130216,207.55013480783484,2022,0.9498861947928924
1557,525051.6805308663,509.86195217278976,254.0000002980232,241.2710937604828,2022,0.9498861947928924
1335,506448.7431986319,836.146361006682,216.0000010728836,205.17541909438208,2022,0.9498861947928924
1451,514489.87225052726,802.3769377575577,228.07904270612104,216.649133988124,2022,0.9498861947928924
1556,481744.6351534648,794.2303229919248,254.0000002980232,241.2710937604828,2022,0.9498861947928924
1558,177617.25657445806,471.8333381373766,254.0000002980232,241.2710937604828,2022,0.9498861947928924
1605,140050.57720185028,763.66429849874,242.50000023841855,230.34740246374693,2022,0.9498861947928924
1606,152981.49236523503,803.0534092426874,242.50000023841855,230.34740246374693,2022,0.9498861947928924
1692,476131.8182009672,786.7544856732675,243.99999964237213,231.77223118976,2022,0.9498861947928924
