,OPENET_ID,field_id,area_m2,annual_et_mm,annual_precip_mm,wy_et_mm,wy_precip_mm,irrigated,YEAR,NDVI
39,NV_4798,39,472876.8977061365,846.6747608156055,215.02284404243176,847.0234856432038,173.28631223043203,0.9933848102862188,2018,0.4172
40,NV_4800,40,533815.2813888217,846.5913017454334,182.0999990105629,854.5142257143297,146.99999955296516,0.9767224806358836,2018,0.3321
41,NV_4801,41,535505.0897450355,853.7907980707427,202.79999968409535,854.6353339507766,162.69999918341637,0.9639200562784364,2018,0.3422
42,NV_4802,42,509698.5469838583,826.9334071008309,182.40597728270347,831.2548330123741,143.4107931721091,0.9809445786209028,2018,0.4263
43,NV_4803,43,514504.6294202004,735.917558796257,183.70000115036964,697.5384546489082,144.10000178217888,0.9827141111017446,2018,0.883
44,NV_4804,44,70982.7508509342,403.3242551566079,176.60000121593475,402.5996944232241,141.5000010728836,0.1591673032849503,2018,0.5574
45,NV_4806,45,472519.2907714697,766.0168242085168,176.60000121593475,786.7070581424015,141.5000010728836,0.960785550097162,2018,0.4662
46,NV_4809,46,496483.11136664986,791.4975768160234,202.79999968409535,796.2465753424652,162.69999918341637,0.9722971129181904,2018,0.8736
47,NV_4810,47,520068.0370533636,773.1461075660889,203.22422850926975,784.9463784346917,163.60906291776743,0.9600989712202108,2018,0.6699
48,NV_4811,48,498503.186079373,782.5069903983396,276.1000006198883,801.321385320704,219.30000028014183,0.926900869339562,2018,0.8723
49,NV_4812,49,489602.12264812685,826.720340953119,182.0999990105629,837.7210217523669,146.99999955296516,0.9686057452814522,2018,0.8486
50,NV_4875,50,482164.4518052898,790.6485348356047,183.70000115036964,809.0657075068596,144.10000178217888,0.9354900373318938,2018,0.7257
51,NV_4876,51,481200.65345006005,869.9775467658325,183.70000115036964,898.9466700473291,144.10000178217888,0.9793835925174664,2018,0.7799
52,NV_4877,52,505357.92486376985,790.8925985130502,174.50000044703484,793.0497419832418,139.19999966025352,0.9789831672227524,2018,0.37
53,NV_4878,53,528371.8245987284,713.786010469055,174.50000044703484,704.9159191214205,139.19999966025352,0.9703633377809708,2018,0.4268
54,NV_4879,54,13635.667742775631,493.47678820482207,176.60000121593475,487.9031679617456,141.5000010728836,0.3070332735604704,2018,0.9176
55,NV_4881,55,496876.817754501,881.4501400697885,212.71309342169965,899.6718435150143,169.359658497549,0.9764092986681082,2018,0.8962
56,NV_4882,56,506553.4339038087,822.3946208042008,235.0829779484036,814.1364086902939,190.8275580806034,0.9160706153392808,2018,0.3711
57,NV_4883,57,31720.78069866076,410.8433207417582,182.04003165823477,405.33190247252753,146.9400321931634,0.3585164835164834,2018,0.385
58,NV_4884,58,488770.1321499517,932.8591961509256,175.51182630099763,926.1175675001524,140.30819015614043,0.5764853913650805,2018,0.2369
59,NV_4887,59,496100.9481887695,574.1982962586537,180.90000015497208,581.4733483052743,144.20000031590462,0.972941221469982,2018,0.4062
60,NV_4888,60,502448.0874323714,228.569637800372,180.90000015497208,175.16260416947588,144.20000031590462,0.025469942555085,2018,0.5318
61,NV_4889,61,32798.530059615216,433.5818749486484,182.0999990105629,418.6313367841591,146.99999955296516,0.2186344589598224,2018,0.3592
62,NV_4890,62,489104.5052304144,723.005614085647,180.90000015497208,719.6054012713442,144.20000031590462,0.9779870205443394,2018,0.9133
63,NV_4891,63,30458.302127386283,342.18194829591187,180.90000015497208,330.3339296895964,144.20000031590462,0.0305930763037838,2018,0.3211
64,NV_4892,64,61321.501801332764,302.2610911669546,180.87390433557144,310.5207197624427,144.1796129533942,0.0761423569560784,2018,0.2818
65,NV_4893,65,31600.62883887601,201.8944891322949,180.90000015497208,186.3336470990928,144.20000031590462,0.0188259455759027,2018,0.2771
66,NV_4894,66,506473.3941253705,833.3131699068348,176.58377703450194,832.2725166289407,140.82795040697695,0.976759617494234,2018,0.2922
67,NV_4895,67,32299.79625772308,266.4213120326308,194.1000008881092,253.2616417403127,153.59999999403954,0.0363698164513935,2018,0.3347
68,NV_4896,68,317369.992005567,182.58698624284372,194.1000008881092,171.05998461932836,153.59999999403954,0.0024010937366487,2018,0.3843
69,NV_4898,69,484412.7847794141,227.19931388789408,192.28364154653968,218.8453281697708,152.30653209420302,0.4198379297994272,2018,0.3188
70,NV_4899,70,511626.698954384,820.4800265041082,194.1000008881092,844.5840074211504,153.59999999403954,0.9487516565067587,2018,0.3324
71,NV_4900,71,110209.89104241163,220.13619031218485,194.1000008881092,216.7306452803268,153.59999999403954,0.0,2018,0.3071
72,NV_4901,72,295700.0984011924,192.6922159096124,194.1000008881092,187.6699310711959,153.59999999403954,0.0089671693298945,2018,0.3973
73,NV_4902,73,323862.085862989,164.87607009431912,194.1000008881092,155.89808346316866,153.59999999403954,0.0,2018,0.4439
74,NV_4903,74,35904.59822921371,219.02033438770897,194.1000008881092,223.6572525982829,153.59999999403954,0.0,2018,0.2402
75,NV_4904,75,37216.545055446855,198.78196912321576,194.1000008881092,201.3689921351587,153.59999999403954,0.0,2018,0.2324
76,NV_4905,76,111215.89070553052,193.3535146228836,194.1000008881092,192.1022746707713,153.59999999403954,0.0044711573700798,2018,0.4125
77,NV_4906,77,55600.77425616453,201.59220652703357,194.1000008881092,202.92230881636624,153.59999999403954,0.0,2018,0.8805
78,NV_4926,78,499698.5761069099,783.0736547595803,175.1757625596899,766.4569262801739,141.36364375733635,0.980469343049862,2018,0.8855
79,NV_4929,79,479880.050985642,846.9817929942608,233.49137637428888,868.6297362245909,189.29140834740053,0.9804246416555936,2018,0.4817
80,NV_4930,80,484356.81382572994,811.8946209323567,233.47907364437225,812.0672117275889,189.2791523965313,0.9845391732184186,2018,0.3887
81,NV_4931,81,461554.6636798485,772.132029598309,174.59999930858612,772.5129844961241,140.49999901652336,0.9699788583509512,2018,0.3386
82,NV_4932,82,493430.2088553775,614.8485146340125,174.59999930858612,601.397616824996,140.49999901652336,0.969611773104168,2018,0.4043
83,NV_4934,83,508144.7320838154,828.7200494864705,175.17883139755455,838.1447265979116,141.3682470134094,0.9844501562450008,2018,0.2509
84,NV_4935,84,469152.9436496094,673.5371801397437,207.19999927282333,663.3036705844248,163.09999975562096,0.9697202813382076,2018,0.4953
85,NV_4937,85,547525.868106769,700.3469314007939,174.5136869664001,724.9101002900796,139.37792634950029,0.9506766857742532,2018,0.4708
86,NV_4938,86,509060.7721381414,679.4872502089913,174.5129039725202,707.8241492596126,139.3677473182207,0.9867044359368926,2018,0.4428
87,NV_4939,87,513655.5405384981,648.1055095996998,174.50000044703484,600.3466661035824,139.19999966025352,0.979581171179256,2018,0.4799
88,NV_4940,88,493740.8459204135,869.019289462705,174.50000044703484,856.8721647673622,139.19999966025352,0.9905199481808404,2018,0.4778
89,NV_4942,89,499212.9691924749,818.9106711208891,194.1000008881092,830.50441348217,153.59999999403954,0.9919063526983352,2018,0.4913
90,NV_4943,90,49540.1416671712,336.5570919067217,207.19999927282333,329.181069958848,163.09999975562096,0.0985459533607682,2018,0.3945
91,NV_4944,91,454006.0245022056,805.5391159309388,207.19999927282333,801.2088514515277,163.09999975562096,0.9563525276196853,2018,0.9161
92,NV_4947,92,488679.4479877378,704.9965191364356,203.49999821186063,703.4822603442065,164.19999927282333,0.972214062023668,2018,0.3297
93,NV_4948,93,525225.6952176269,797.1573621610464,203.49999821186063,814.3876364199281,164.19999927282333,0.9591681931938386,2018,0.4514
94,NV_4950,94,514665.1589519018,944.3307453824816,181.4849887803257,934.2057973608164,145.56497470487815,0.9896569693077802,2018,0.3976
95,NV_4951,95,512261.1715278556,735.0565620670326,182.0999990105629,732.0935421095496,146.99999955296516,0.9877790821884485,2018,0.3758
96,NV_4955,96,500542.8945822096,793.0407832640698,183.70000115036964,785.6057509441325,144.10000178217888,0.9719984178672632,2018,0.4124
97,NV_4958,97,509278.0844295856,842.8873246930136,180.90000015497208,824.5669837621573,144.20000031590462,0.9833737683287578,2018,0.2155
98,NV_4959,98,521518.90309594834,802.2444626828451,202.06218303026844,796.8344518783246,162.643244361948,0.9654307263962764,2018,0.2374
99,NV_4960,99,514325.6482997228,803.0599929413876,202.5349415419335,795.440257270635,163.42434623207993,0.9667138996728808,2018,0.2546
100,NV_4962,100,503186.8506074639,775.6806486009086,174.50000044703484,788.7181838743725,139.19999966025352,0.9590073885789372,2018,0.382
101,NV_4963,101,489959.3503280315,502.52409738507134,180.90000015497208,486.0343956019644,144.20000031590462,0.9867649661519402,2018,0.3923
102,NV_4964,102,507471.11764644267,810.1722363117004,180.90000015497208,791.6946047678794,144.20000031590462,0.9851304092474442,2018,0.4189
103,NV_4965,103,522538.4751923738,763.1896582127486,180.90000015497208,751.5422488460142,144.20000031590462,0.9758103832788758,2018,0.4124
104,NV_4967,104,510432.9485534698,775.3838333944128,176.54362756262077,747.4038942621772,140.79658362652523,0.9798488397414444,2018,0.4698
105,NV_4968,105,515914.5826241768,769.6584867290579,194.1000008881092,763.59077366095,153.59999999403954,0.9674624152010212,2018,0.4014
106,NV_4969,106,96606.34069665088,193.60061155216425,194.1000008881092,180.7276068112324,153.59999999403954,0.0,2018,0.4512
107,NV_4970,107,115998.32407424826,218.51076224790603,194.1000008881092,202.85936549529745,153.59999999403954,0.0,2018,0.9155
108,NV_4971,108,193155.24774193045,185.52109846888607,194.1000008881092,183.81272650653185,153.59999999403954,0.0,2018,0.525
109,NV_4972,109,80312.373842987,202.2541060850835,194.1000008881092,190.3193995691976,153.59999999403954,0.0,2018,0.4371
110,NV_4973,110,495809.2841949364,840.149085894707,198.80364323191708,852.9571812396367,156.31145675530945,0.9805030999140888,2018,0.461
111,NV_4974,111,490902.0137562984,805.1000541610024,207.19999927282333,797.6315946546414,163.09999975562096,0.97574913508196,2018,0.4362
112,NV_4975,112,73470.16962209299,178.1997798972854,194.1000008881092,167.72982391782833,153.59999999403954,0.0,2018,0.4525
113,NV_4976,113,173359.3015819392,179.59693373673412,194.1000008881092,171.89172453794427,153.59999999403954,0.0,2018,0.4427
114,NV_4977,114,504859.0520773202,753.426841482291,216.90000036358836,771.4667105848076,178.2999999821186,0.9677576575563304,2018,0.3562
115,NV_4978,115,520976.38019943447,725.2071822344036,216.90000036358836,711.076727816364,178.2999999821186,0.9805234580205768,2018,0.4878
116,NV_4979,116,520783.88022241415,670.9548702343988,216.90000036358836,688.1312507139967,178.2999999821186,0.9812179999792294,2018,0.4111
117,NV_4980,117,523467.6309245528,445.4122756254588,216.90000036358836,452.19764594033217,178.2999999821186,0.987645836993252,2018,0.4576
118,NV_4981,118,489712.37608874566,719.8656301408557,194.1000008881092,701.0900802596667,153.59999999403954,0.9344961476467688,2018,0.35
119,NV_4982,119,533231.2393491482,658.2801874068289,217.18127236448572,671.3335750286482,178.60260065457348,0.96893285602734,2018,0.3435
120,NV_4983,120,505316.66652620886,817.9941877922189,181.5444082394252,809.5893814609879,145.70362020388862,0.9852335606743018,2018,0.3045
121,NV_4984,121,487622.7698546995,711.1530398322856,194.1000008881092,684.9465659042758,153.59999999403954,0.9555021715073768,2018,0.3366
122,NV_4985,122,128243.38807843791,183.54181265566288,214.0999988913536,175.30509941322973,173.99999910593033,0.0,2018,0.364
123,NV_4986,123,151499.536367283,823.6592878454913,231.299999922514,819.0542602419112,188.8999999761581,0.898697539797395,2018,0.293
124,NV_4987,124,488728.444606027,719.7993998881707,214.0999988913536,733.2729789130444,173.99999910593033,0.9824672125248431,2018,0.3096
125,NV_4988,125,127605.6404720695,176.12596455524465,214.0999988913536,170.97833460527428,173.99999910593033,0.0,2018,0.359
126,NV_4991,126,155760.1513701072,630.7453666678256,231.299999922514,658.6293681977818,188.8999999761581,0.9211377307973158,2018,0.2435
127,NV_4998,127,492895.1501213485,806.2388509463632,174.50000044703484,792.8790073355547,139.19999966025352,0.9771574999725056,2018,0.3856
128,NV_6679,128,132940.68750493065,326.56858492287114,276.9437198124508,338.43340157703767,220.20954155297963,0.0230069122088662,2018,0.2971
129,NV_6682,129,496898.39412626287,776.4277394785881,212.30000045895576,761.9948499812579,173.1999998986721,0.5277411083405316,2018,0.3359
130,NV_6683,130,268347.3508212824,215.26479502955465,261.7597537225389,214.4730079450591,220.9550913371793,0.1829478284511664,2018,0.3528
131,NV_6684,131,335079.8131223413,687.8329653327322,212.30000045895576,673.140449981465,173.1999998986721,0.619079085209599,2018,0.4704
132,NV_6685,132,160735.82036740778,727.646347200753,212.30000045895576,722.694703945158,173.1999998986721,0.0654445863297264,2018,0.5025
133,NV_6686,133,537937.4505566177,711.4935447338619,209.6999995112419,703.6384698628415,169.49999991059303,0.9627079401031836,2018,0.4516
134,NV_6687,134,510475.8493403359,847.4924995491242,209.6999995112419,843.219146836974,169.49999991059303,0.955400430718961,2018,0.4039
135,NV_6688,135,460087.4855073371,676.8613125400001,243.60000082850456,681.5989924314932,206.0000004172325,0.1163635936610084,2018,0.4072
136,NV_6689,136,510458.2301233231,818.0703853374495,209.6999995112419,801.0862899205569,169.49999991059303,0.9596684379673532,2018,0.2342
137,NV_6690,137,420573.2490533035,688.1026756650487,183.70527061881384,665.3415259863732,144.10604410498698,0.0463261977968144,2018,0.4605
138,NV_6691,138,355090.19055136567,222.66748134513583,194.1000008881092,187.3453956664196,153.59999999403954,0.0,2018,0.5438
139,NV_6692,139,498590.8829796294,910.4881324647124,209.6999995112419,923.2367209554836,169.49999991059303,0.9829207383279044,2018,0.4171
140,NV_6693,140,496397.6681683655,779.5327069639467,183.70000115036964,800.5006769593607,144.10000178217888,0.9667034262878608,2018,0.2164
141,NV_6757,141,477775.9846935184,234.547535361221,209.97807106803032,198.00074384904968,169.09546764005214,0.0008347008420825498,2018,0.4104
142,NV_6758,142,29359.98951726688,401.73077990563394,207.19999927282333,386.9726154130816,163.09999975562096,0.3901378480895548,2018,0.3749
143,NV_6759,143,109864.95051152036,643.4837051861736,235.71347701013468,658.119314110642,188.1397540673065,0.6276035875769034,2018,0.2413
144,NV_6760,144,124646.22411872404,574.6236709081397,246.599998742342,568.0579353320551,197.6999989449978,0.8507277322642495,2018,0.2769
145,NV_6763,145,490861.6530946418,668.6551716510354,246.599998742342,684.2308717483635,197.6999989449978,0.9813030879490358,2018,0.2072
146,NV_6764,146,391613.3419559752,679.4198398669024,246.599998742342,682.4351252989501,197.6999989449978,0.923586704100378,2018,0.3624
147,NV_6765,147,115093.1714457847,812.7360911299261,246.599998742342,833.723827268225,197.6999989449978,0.967359260394802,2018,0.914
148,NV_6766,148,127365.76506094597,785.1992878009255,246.599998742342,780.039234919078,197.6999989449978,0.9273514297289808,2018,0.4191
149,NV_6767,149,148489.14795614057,393.1848596385213,306.1602121212852,397.0778992473769,255.0678004708573,0.0,2018,0.2352
150,NV_6768,150,31731.38424360033,382.7326825926877,228.5999993681908,391.3217741244968,192.299998998642,0.0,2018,0.1971
151,NV_6769,151,374801.6976724821,740.5119866734265,246.599998742342,746.318649960165,197.6999989449978,0.8858187875715219,2018,0.3523
152,NV_6770,152,535770.3309878842,773.0510767671649,246.599998742342,800.0280364834053,197.6999989449978,0.9364834051178113,2018,0.2754
153,NV_6771,153,87072.17288773374,441.9325677910566,228.5999993681908,448.2672637064308,192.299998998642,0.0,2018,0.6083
154,NV_6772,154,182030.57239002085,420.8509345515348,303.8000003397465,423.75108981249247,248.2000011205673,0.0,2018,0.5368
155,NV_6773,155,58910.16753786609,483.96350971075327,249.28068424910668,491.4482631360429,209.0364296611917,0.0,2018,0.6894
156,NV_6774,156,127926.70751332436,229.60359250923605,228.5999993681908,229.3758333687205,192.299998998642,0.0,2018,0.602
157,NV_6777,157,139095.56628461706,478.5307585614098,304.8680892294018,483.6002070757392,251.27075618759028,0.0,2018,0.6146
158,NV_6986,158,492141.09690517146,785.9041310713146,248.79999977350235,784.1336648864423,201.69999954104424,0.8961419939245728,2018,0.378
159,NV_7066,159,1035833.6024912306,700.0350846455973,229.60000076889992,685.2933596221939,184.300000846386,0.973330230271588,2018,0.664
160,NV_7068,160,310545.85402840417,716.7848076973403,216.34361191640363,700.0558981829602,174.09105790806169,0.0173416959620366,2018,0.5541
161,NV_7425,161,57602.15348493456,234.07371840135585,229.60000076889992,234.2397024902321,184.300000846386,0.1529444993644965,2018,0.6588
162,NV_7428,162,47665.44588736305,313.7457790915808,229.60000076889992,313.0302427377637,184.300000846386,0.1455289636746063,2018,0.5745
163,NV_7429,163,220894.261430263,106.3312661625384,229.60000076889992,108.19376662213668,184.300000846386,0.0,2018,0.9089
164,NV_7431,164,317162.13632395683,741.7042882642825,229.60000076889992,719.2504889526597,184.300000846386,0.9589279766327604,2018,0.8573
165,NV_7440,165,33338.572879759675,371.925588211349,194.1000008881092,363.16526907107385,153.59999999403954,0.1797606447936172,2018,0.8901
166,NV_7442,166,26192.338577322567,309.6109211480676,194.1000008881092,316.5132110662106,153.59999999403954,0.2841156356854211,2018,0.9031
167,NV_7443,167,9390.77038583524,457.0474262579524,194.1000008881092,461.5931174089068,153.59999999403954,0.4210526315789473,2018,0.9058
168,NV_7444,168,670959.1792656017,543.2400787474782,183.70000115036964,521.8243219753167,144.10000178217888,0.9513487729056928,2018,0.9121
169,NV_7447,169,177331.0660026407,383.1554057167432,183.70000115036964,388.9683290583191,144.10000178217888,0.1425192375627812,2018,0.8505
170,NV_7448,170,10810.75780188704,274.36527249683155,183.70000115036964,265.7386565272498,144.10000178217888,0.0248415716096324,2018,0.2569
171,NV_7452,171,32055.592163929625,186.95224790449572,194.1000008881092,178.29133858267713,153.59999999403954,0.0009313351960037252,2018,0.9189
172,NV_7453,172,52269.692231949295,263.1592303692148,194.1000008881092,253.1182007280292,153.59999999403954,0.1418096723868955,2018,0.3859
173,NV_7455,173,445619.719718105,765.813967778832,174.50000044703484,778.8247608965468,139.19999966025352,0.9166362463799858,2018,0.8291
174,NV_7472,174,483401.2304849899,233.06709722113592,212.30000045895576,232.32003866051392,173.1999998986721,0.4241594690324816,2018,0.882
175,NV_7475,175,72159.55403092194,442.0770036276602,225.92542212305432,411.74684917162216,185.06249166169616,0.5854744006881338,2018,0.9049
176,NV_7476,176,8726.300768716555,561.0702736318407,231.3350730708508,568.3255597014925,190.1231328046588,0.7468905472636815,2018,0.9142
177,NV_7477,177,73895.16272120853,599.8882918448658,243.60000082850456,595.8771429615819,206.0000004172325,0.0,2018,0.2527
178,NV_7478,178,50539.66415782919,429.2938572816582,228.42736639495695,428.8728273777394,188.85528359988865,0.2856525963510742,2018,0.2011
179,NV_7479,179,73568.40034806028,485.5349350601566,209.6999995112419,475.472018838073,169.49999991059303,0.203981014754038,2018,0.2461
180,NV_7480,180,292811.8157674168,382.07470235348416,224.40836410601412,378.0855006922014,183.6433083740167,0.2628518689432398,2018,0.2506
181,NV_7481,181,20989.376686036147,239.12735241041503,214.0999988913536,246.7905387986594,173.99999910593033,0.4688063934003608,2018,0.3263
182,NV_7484,182,15553.692367843232,360.1479094076655,209.6999995112419,365.9001742160278,169.49999991059303,0.0,2018,0.2069
183,NV_8625,183,17357.629559058445,406.1310937499997,183.70000115036964,399.8671874999999,144.10000178217888,0.0557812499999999,2018,0.8884
184,NV_8626,184,29100.69916449005,383.8664616531543,207.19999927282333,370.4685490634609,163.09999975562096,0.2156369397073898,2018,0.9005
185,NV_8627,185,58076.68660324515,217.02597038628605,194.1000008881092,216.82820309215737,153.59999999403954,0.0,2018,0.8971
186,NV_8628,186,95402.94707456032,423.5813946874469,207.19999927282333,424.3592230248563,163.09999975562096,0.2315567942665377,2018,0.9138
187,NV_8629,187,17110.17556726392,291.1923504205681,230.1000003516674,286.66021266465646,189.40000078082085,0.0572924932550388,2018,0.9025
188,NV_8630,188,397665.6476767102,280.06968612560445,236.73146827272643,274.3771751304394,189.344275498031,0.0130098068675389,2018,0.8968
189,NV_8633,189,514032.65841879824,725.9175310545882,246.599998742342,708.383740704749,197.6999989449978,0.966082896738212,2018,0.8971
190,NV_8634,190,122697.9960761142,373.477659197591,237.63982261641357,364.44059427862896,189.8314179585022,0.171109733415995,2018,0.8882
191,NV_8636,191,130254.30857156646,669.7474239706311,233.74992173876697,661.8373868424345,186.41541366851587,0.0,2018,0.89
192,NV_8638,192,472559.514012326,838.7963198005982,241.89949628152283,834.0655291435264,193.5721465712983,0.9657996450744024,2018,0.9197
193,NV_8640,193,140422.80899222626,303.98608023199614,246.599998742342,304.2784146930885,197.6999989449978,0.0094731754470758,2018,0.9069
194,NV_8641,194,197700.14505562375,226.92494505494508,246.599998742342,228.65120879120883,197.6999989449978,0.0119917582417582,2018,0.8801
195,NV_8643,195,35854.83875905489,361.26054365109417,246.599998742342,365.43181646096775,197.6999989449978,0.0052245021579465,2018,0.8748
196,NV_8646,196,106110.54366875842,408.3146758203758,246.599998742342,412.6777928631812,197.6999989449978,0.13054281835182,2018,0.8621
197,NV_8647,197,91213.53526503974,469.1221016868333,303.8000003397465,476.20557906657945,248.2000011205673,0.0,2018,0.8527
198,NV_8945,198,92336.11104489368,326.61966012305885,194.1000008881092,332.725373571638,153.59999999403954,0.1361558745971286,2018,0.9085
199,NV_8947,199,513628.7439674943,813.2234959439706,174.50000044703484,813.7014213256911,139.19999966025352,0.9717529331665532,2018,0.9209
200,NV_8948,200,499808.70990574313,676.2731711551397,194.1000008881092,700.3947993750136,153.59999999403954,0.9806753325665674,2018,0.8773
201,NV_9023,201,525515.3927300513,161.27558621115966,209.6999995112419,155.83927099645598,169.49999991059303,0.0106939751092063,2018,0.9244
202,NV_9024,202,61416.60967804487,326.31848090086095,180.90000015497208,319.6054316626186,144.20000031590462,0.2294546257451975,2018,0.9189
203,NV_9025,203,277169.9277203307,193.7228365806563,201.0159531513821,174.95933532268427,162.80106314704608,0.2908450841573535,2018,0.4298
204,NV_9026,204,278133.4082353995,160.69678773392417,199.04522790283733,160.1653257933502,162.00211999822002,0.0724946073573136,2018,0.9218
205,NV_9233,205,493440.575995019,724.3540050258717,216.79999870061877,742.6038909264871,173.9999986886978,0.9738368736218718,2018,0.8734
206,NV_9269,206,162087.92428152118,249.9840424644044,213.0693492176636,243.0421806406383,172.94592561600135,0.0,2018,0.8967
207,NV_9291,207,66987.33211063355,361.67977300364805,180.90000015497208,347.5682610458044,144.20000031590462,0.1103364410214834,2018,0.8847
208,NV_9373,208,423030.4525584096,238.68956338567597,212.30000045895576,228.84089110174884,173.1999998986721,0.3439167624154218,2018,0.8868
209,NV_9560,209,484372.68025944335,740.690465664191,180.90000015497208,736.7527519572895,144.20000031590462,0.991695160920248,2018,0.9211
210,NV_9563,210,25955.24702654862,320.5176665630503,180.90000015497208,317.8714122888818,144.20000031590462,0.0949124443062894,2018,0.9133
